chrom	gene	segreg_c	pri_der_fix_c	score_c
2R	AGAP004154	2316	1	3.27499813492
2R	AGAP004228	2366	4	2.20760865724
2R	AGAP002315	7397	1	10.5938072425
2R	AGAP004303	82	3	2.11136728644
2R	AGAP002915	2191	21	1.04244842271
2R	AGAP004066	2060	13	0.0265623144484
2R	AGAP004067	17	5	30.6574576477
2R	AGAP003305	1686	2	1.93863258868
2R	AGAP002250	2106	3	2.18581314038
2R	AGAP003906	122	2	0.37180949269
2R	AGAP003156	121	1	0.124257799218
2R	AGAP002900	305	1	0.127696198276
2R	AGAP002128	61	1	0.0613889958482
2R	AGAP002879	321	5	1.03113654317
2R	AGAP004092	515	8	1.64458913247
2R	AGAP002710	87	3	1.9627527677
2R	AGAP013085	52	3	3.55590444386
2R	AGAP004274	19	3	9.55705026907
2R	AGAP002627	44	1	0.160724562295
2R	AGAP012980	359	3	0.0452345376421
2R	AGAP004280	1772	3	1.70403976094
2R	AGAP003986	903	7	0.110911868627
2R	AGAP004046	3053	2	3.94296432328
2R	AGAP004248	57	1	0.0805108552802
2R	AGAP001609	592	1	0.62160402595
2R	AGAP003901	775	2	0.57124748528
2R	AGAP004283	111	2	0.445984117835
2R	AGAP002828	174	6	4.31777645897
2R	AGAP002773	2284	1	3.22762607251
2R	AGAP002186	2628	9	1.13129232545
2R	AGAP002906	58	1	0.07553741606
2R	AGAP002424	2210	1	3.11793759999
2R	AGAP002711	752	1	0.884279521917
2R	AGAP004361	148	3	0.93221102827
2R	AGAP003945	972	1	1.23597806452
2R	AGAP002635	43	1	0.168452387781
2R	AGAP002132	123	5	4.34870490014
2R	AGAP012965	415	2	0.0356832739214
2R	AGAP003428	510	1	0.483946201022
2R	AGAP004063	13	1	0.773776985443
2R	AGAP003319	595	1	0.62659697478
2R	AGAP003857	115	2	0.41749014
2R	AGAP003519	286	6	2.11576859416
2R	AGAP004331	103	1	0.0757476587482
2R	AGAP002916	285	2	0.0939899505396
2R	AGAP001690	819	10	1.17147537418
2R	AGAP002877	42	2	1.67576065496
2R	AGAP003982	47	2	1.47724751021
2R	AGAP002914	596	10	2.37789892296
2R	AGAP003893	948	2	0.83287865595
2R	AGAP002131	36	1	0.231912301458
2R	AGAP004353	471	1	0.417600555334
2R	AGAP003335	992	12	1.35195360649
2R	AGAP002892	106	1	0.0840529383006
2R	AGAP003235	498	1	0.463596112001
2R	AGAP001412	536	1	0.527851485508
2R	AGAP003625	263	1	0.052319026191
2R	AGAP002194	306	2	0.131588547547
2R	AGAP004528	15	1	0.673951924509
2R	AGAP004372	460	1	0.398776325487
2R	AGAP004071	650	3	0.128863999215
2R	AGAP003806	154	2	0.212772561244
2R	AGAP004213	45	1	0.15327138134
2R	AGAP003318	882	1	1.09320053868
2R	AGAP003918	64	1	0.0482870895892
2R	AGAP002845	71	3	2.50747242304
2R	AGAP002907	65	2	0.999024912594
2R	AGAP013508	129	1	0.144908384797
2R	AGAP002924	1230	4	0.641615895223
2R	AGAP004136	551	1	0.553069504563
2R	AGAP004367	174	1	0.145005512079
2R	AGAP003944	250	1	0.0288528009054
2R	AGAP013482	90	3	1.88111071422
2R	AGAP002634	177	1	0.135521846706
2R	AGAP002973	30	1	0.304623784079
2R	AGAP002888	1233	2	1.26233300441
2R	AGAP002841	21	1	0.47370385054
2R	AGAP004273	644	6	0.294969377673
2R	AGAP004239	94	1	0.0502223036398
2R	AGAP002041	944	5	0.0856964913243
2R	AGAP002829	81	4	4.24035916715
2R	AGAP003509	3423	4	3.70264467847
2R	AGAP004453	1539	6	0.546645737326
2R	AGAP003388	121	1	0.124257799218
2R	AGAP003925	287	1	0.0954821997952
2R	AGAP002578	624	1	0.674716717811
2R	AGAP002898	516	2	0.182514377294
2R	AGAP003481	28	1	0.334379163284
2R	AGAP002104	1169	3	0.839270558842
2R	AGAP002674	256	1	0.0396899195069
2R	AGAP003967	508	7	1.11818325239
2R	AGAP004613	122	2	0.37180949269
2R	AGAP003873	397	1	0.289951624849
2R	AGAP004345	119	1	0.119014453245
2R	AGAP003256	35	1	0.242617747716
2R	AGAP003400	525	1	0.509306754188
2R	AGAP003963	121	1	0.124257799218
2R	AGAP002116	1645	3	1.5210396091
2R	AGAP004107	117	3	1.32713041209
2R	AGAP004035	205	2	0.0572669934579
2R	AGAP002411	1287	1	1.72671926839
2R	AGAP001775	99	1	0.0645203440749
2R	AGAP003331	241	4	0.917487796488
2R	AGAP003398	143	1	0.179930311242
2R	AGAP002890	84	1	0.0206430530838
2R	AGAP001410	414	2	0.0342600317005
2R	AGAP001677	72	3	2.46675848158
2R	AGAP004310	221	1	0.0249981541316
2R	AGAP003244	469	2	0.113534260833
2R	AGAP004299	16	1	0.631976577173
2R	AGAP002573	1889	4	1.53934258138
2R	AGAP002984	120	1	0.12164033366
2R	AGAP001761	171	1	0.154805965126
2R	AGAP001683	4358	37	0.943438594028
2R	AGAP004397	422	1	0.333348409595
2R	AGAP002908	129	1	0.144908384797
2R	AGAP004233	525	1	0.509306754188
2R	AGAP004417	34	1	0.253828969079
2R	AGAP003895	96	1	0.0559781145546
2R	AGAP003914	3431	6	3.01407750288
2R	AGAP002296	379	1	0.258525720907
2R	AGAP002310	1892	1	2.64405080167
2R	AGAP002807	326	1	0.165090922466
2R	AGAP004642	146	1	0.187269149716
2R	AGAP002614	158	2	0.197155817538
2R	AGAP004654	8	1	1.19330261155
2R	AGAP004039	914	18	5.63864048641
2R	AGAP004443	804	2	0.615104257652
2R	AGAP004541	157	1	0.205230567782
2R	AGAP013294	469	16	11.7128937856
2R	AGAP003255	22	2	3.25099796324
2R	AGAP003856	26	1	0.367830533294
2R	AGAP001676	25	1	0.386188737742
2R	AGAP002942	3116	2	4.03441118436
2R	AGAP004078	150	1	0.196970831805
2R	AGAP004161	231	1	0.00559405816859
2R	AGAP003933	46	2	1.51378231448
2R	AGAP004430	121	1	0.124257799218
2R	AGAP002960	43	1	0.168452387781
2R	AGAP003931	749	6	0.121054103801
2R	AGAP003805	51	2	1.34430819052
2R	AGAP004335	1113	5	0.267682520874
2R	AGAP004028	1099	3	0.740207212716
2R	AGAP001866	1598	1	2.20142378241
2R	AGAP003115	905	2	0.76787295185
2R	AGAP013244	12	1	0.833945649202
2R	AGAP002859	1676	6	0.70845953424
2R	AGAP003820	63	1	0.0525461734121
2R	AGAP004369	1210	1	1.60784856533
2R	AGAP002825	155	3	0.86424696805
2R	AGAP002630	36	2	1.97969543872
2R	AGAP004230	536	23	22.7598092834
2R	AGAP002195	38	1	0.211875346391
2R	AGAP013186	43	1	0.168452387781
2R	AGAP001826	839	9	0.733843118056
2R	AGAP003088	62	1	0.0569119587548
2R	AGAP003338	32	1	0.277936868818
2R	AGAP003781	210	1	0.0484262258221
2R	AGAP001749	18	1	0.559895064437
2R	AGAP004017	42	1	0.176472163344
2R	AGAP004348	101	4	3.27262750432
2R	AGAP004317	90	3	1.88111071422
2R	AGAP002952	263	1	0.052319026191
2R	AGAP003579	957	3	0.541209139594
2R	AGAP001685	82	2	0.72808342489
2R	AGAP002896	517	3	0.0360060033342
2R	AGAP003484	280	1	0.0829165494326
2R	AGAP003924	390	2	0.000350435021078
2R	AGAP004244	624	7	0.662058596163
2R	AGAP001816	9	2	7.19985658049
2R	AGAP001674	672	14	4.87445124082
2R	AGAP003537	291	1	0.102653243008
2R	AGAP002822	110	3	1.44577666869
2R	AGAP004339	191	1	0.0950387881201
2R	AGAP003980	46	1	0.146076934991
2R	AGAP004648	336	7	2.45034797486
2R	AGAP004006	26	1	0.367830533294
2R	AGAP013069	98	1	0.0616848557652
2R	AGAP001684	106	2	0.484392924828
2R	AGAP013347	18	1	0.559895064437
2R	AGAP004119	569	1	0.58322736801
2R	AGAP004425	44	1	0.160724562295
2R	AGAP002603	123	1	0.129467960175
2R	AGAP004026	390	2	0.000350435021078
2R	AGAP004311	69	2	0.92425183207
2R	AGAP004140	112	1	0.100387094941
2R	AGAP004637	60	4	5.90044322015
2R	AGAP004007	27	1	0.350596926604
2R	AGAP002342	289	3	0.193258223159
2R	AGAP004214	33	1	0.26558682071
2R	AGAP004394	58	1	0.07553741606
2R	AGAP004106	2509	18	0.133931592198
2R	AGAP002909	116	2	0.410651554657
2R	AGAP004572	286	1	0.0936883665865
2R	AGAP003993	172	1	0.151502985506
2R	AGAP001658	225	3	0.41379051776
2R	AGAP002895	47	1	0.139126568569
2R	AGAP001743	472	1	0.419309358433
2R	AGAP002677	3646	6	3.30888347027
2R	AGAP004596	71	1	0.0211286543163
2R	AGAP001827	100	3	1.64270574726
2R	AGAP004362	230	1	0.00745993202243
2R	AGAP003871	1533	4	1.04832008597
2R	AGAP004450	569	2	0.261202861433
2R	AGAP002026	13	1	0.773776985443
2R	AGAP004096	510	5	0.298205744342
2R	AGAP003218	117	1	0.113736957866
2R	AGAP002149	201	1	0.069444842273
2R	AGAP004034	147	1	0.189703366951
2R	AGAP004169	2448	3	2.679019395
2R	AGAP004209	345	3	0.0696875108558
2R	AGAP003394	86	1	0.0266722079521
2R	AGAP004258	339	1	0.188134631302
2R	AGAP004275	32	3	5.85923232645
2R	AGAP004643	18	7	56.1288519008
2R	AGAP002787	231	1	0.00559405816859
2R	AGAP002832	494	6	0.70801069114
2R	AGAP013121	130	24	112.612750487
2R	AGAP004246	273	1	0.0703309198073
2R	AGAP013324	275	1	0.0739287921944
2R	AGAP002836	205	1	0.0598826015943
2R	AGAP004108	21	2	3.39892468621
2R	AGAP002645	359	2	0.0472672102167
2R	AGAP004224	76	1	0.00414762329791
2R	AGAP004234	100	1	0.0673441772495
2R	AGAP013045	18	1	0.559895064437
2R	AGAP013391	243	2	0.0182651581899
2R	AGAP004050	2204	3	2.32718347731
2R	AGAP004306	20	4	16.977244062
2R	AGAP002736	133	1	0.155052038612
2R	AGAP001678	1041	3	0.658560073204
2R	AGAP001807	338	1	0.186364934831
2R	AGAP004215	233	1	0.00190959493213
2R	AGAP004640	86	2	0.67878969935
2R	AGAP002858	1684	7	0.500455386214
2R	AGAP004052	1767	4	1.37001267274
2R	AGAP003979	97	3	1.70931496909
2R	AGAP004090	224	1	0.0189986367023
2R	AGAP004333	118	7	9.78175796925
2R	AGAP002119	972	2	0.869143474983
2R	AGAP001820	144	2	0.255364260996
2R	AGAP004251	804	3	0.331411644376
2R	AGAP004409	85	2	0.690711990025
2R	AGAP003513	304	2	0.128016309205
2R	AGAP004373	804	2	0.615104257652
2R	AGAP003566	33	2	2.16907957273
2R	AGAP004451	41	1	0.184802750025
2R	AGAP003886	280	1	0.0829165494326
2R	AGAP002133	44	1	0.160724562295
2R	AGAP002597	194	1	0.0870938693462
2R	AGAP003937	155	1	0.208970044726
2R	AGAP003935	28	3	6.67021805877
2R	AGAP003939	138	1	0.167573762305
2R	AGAP013418	72	1	0.0175867656104
2R	AGAP001824	2124	42	12.7853298091
2R	AGAP003457	737	2	0.513811317911
2R	AGAP003997	1266	23	6.14584386439
2R	AGAP004434	53	2	1.28477071546
2R	AGAP003968	42	1	0.176472163344
2R	AGAP002735	292	1	0.10444492008
2R	AGAP003629	181	1	0.123344058052
2R	AGAP002817	399	1	0.293433984038
2R	AGAP013150	90	2	0.63354978139
2R	AGAP002232	237	6	2.82409720035
2R	AGAP004282	10	1	0.983661404433
2R	AGAP003568	563	1	0.57318708719
2R	AGAP012951	92	3	1.82949305418
2R	AGAP004657	13	2	5.27018673042
2R	AGAP004573	252	1	0.032466341207
2R	AGAP001962	745	1	0.872926710632
2R	AGAP004344	397	7	1.83791750365
2R	AGAP013511	119	1	0.119014453245
2R	AGAP003847	105	1	0.0812951304478
2R	AGAP001716	128	1	0.142354148849
2R	AGAP003966	257	1	0.0414950511465
2L	AGAP005467	356	2	0.0523649052931
2L	AGAP007133	2317	1	3.27647793728
2L	AGAP005799	2415	2	3.01292594613
2L	AGAP006634	5570	3	7.14755929171
2L	AGAP005207	1649	1	2.27857702922
2L	AGAP004940	556	2	0.241832512499
2L	AGAP005156	2451	2	3.06562062583
2L	AGAP007031	1038	2	0.968790730081
2L	AGAP005662	74	2	0.841298907358
2L	AGAP006611	36	1	0.231912301458
2L	AGAP007112	53	1	0.10185921507
2L	AGAP004846	636	1	0.694553554839
2L	AGAP004847	48	1	0.132406759038
2L	AGAP005926	189	3	0.604291228753
2L	AGAP005332	1376	1	1.86339118771
2L	AGAP005536	1018	2	0.938608243311
2L	AGAP005668	31	1	0.290930103125
2L	AGAP006748	36	1	0.231912301458
2L	AGAP005169	52	5	11.1886492646
2L	AGAP005831	107	3	1.50116347475
2L	AGAP006143	264	1	0.0541218405128
2L	AGAP005245	2463	4	2.34428121192
2L	AGAP005715	936	1	1.17903058988
2L	AGAP005490	359	1	0.223426807052
2L	AGAP005165	2608	10	0.89001479711
2L	AGAP005449	1991	3	2.01990437699
2L	AGAP005219	531	1	0.519427541711
2L	AGAP004747	34	1	0.253828969079
2L	AGAP004775	958	1	1.21385663839
2L	AGAP004774	151	1	0.199381820749
2L	AGAP005181	260	3	0.27939902617
2L	AGAP005964	1436	1	1.95513223851
2L	AGAP005986	72	1	0.0175867656104
2L	AGAP006428	158	1	0.201348284798
2L	AGAP005711	353	1	0.212859507954
2L	AGAP005096	1158	1	1.52720962545
2L	AGAP005713	478	1	0.429553561338
2L	AGAP004848	57	2	1.17725869505
2L	AGAP005391	108	1	0.0895375347411
2L	AGAP006528	322	1	0.157984208464
2L	AGAP007657	449	1	0.379901127989
2L	AGAP007683	111	1	0.0976892758303
2L	AGAP005182	17	3	10.5472260406
2L	AGAP006444	618	1	0.664782146238
2L	AGAP007247	3151	1	4.50074463418
2L	AGAP005162	641	1	0.702806391167
2L	AGAP005386	31	1	0.290930103125
2L	AGAP006282	871	1	1.07565292461
2L	AGAP005170	984	6	0.0258847472706
2L	AGAP004783	1047	1	1.35397937157
2L	AGAP005072	145	4	2.05402605042
2L	AGAP005091	1255	1	1.6773928709
2L	AGAP005661	2855	1	4.06822162907
2L	AGAP007263	47	1	0.139126568569
2L	AGAP007111	59	1	0.0706964354862
2L	AGAP006347	2998	1	4.27741072347
2L	AGAP006683	28	1	0.334379163284
2L	AGAP006680	137	1	0.165082968008
2L	AGAP004724	69	1	0.0284499641471
2L	AGAP005171	125	6	6.48549449328
2L	AGAP004827	355	2	0.0540851912195
2L	AGAP007095	126	1	0.137222990581
2L	AGAP006656	6914	6	7.85600077332
2L	AGAP006277	564	2	0.253748061739
2L	AGAP007049	179	1	0.129367979667
2L	AGAP005291	209	4	1.18094059904
2L	AGAP006478	765	1	0.905333243899
2L	AGAP006638	134	1	0.157570109416
2L	AGAP005465	981	1	1.25018271503
2L	AGAP004915	396	5	0.648556400289
2L	AGAP007103	2517	3	2.77846045415
2L	AGAP005504	275	1	0.0739287921944
2L	AGAP004942	1052	2	0.989910866026
X	AGAP001032	27	4	12.9906961438
X	AGAP000995	10	2	6.59880983049
X	AGAP001046	46	1	0.146076934991
X	AGAP001038	3	2	15.7601344299
X	AGAP000912	62	3	2.92909109723
X	AGAP000933	15	1	0.673951924509
X	AGAP001050	16	2	4.37785139393
X	AGAP000770	42	1	0.176472163344
X	AGAP001093	53	2	1.28477071546
X	AGAP000940	165	6	4.62230385852
X	AGAP000741	178	1	0.132428412346
X	AGAP013514	9	1	1.07882575184
X	AGAP013093	6	1	1.51201216176
X	AGAP000931	16	1	0.631976577173
X	AGAP000010	20	1	0.500038771492
X	AGAP000952	31	2	2.3137289553
X	AGAP000996	23	3	8.02992110265
X	AGAP000779	180	1	0.126340030595
X	AGAP000937	3	2	15.7601344299
X	AGAP000017	175	1	0.141809849605
X	AGAP000847	842	9	0.725638307493
X	AGAP000990	55	3	3.34558261961
X	AGAP001022	89	3	1.9077445891
X	AGAP000783	328	1	0.168641405814
X	AGAP001028	10	4	29.5388598882
X	AGAP000969	252	10	8.85009894109
X	AGAP001082	53	5	10.9766735443
X	AGAP001069	51	1	0.113510209947
X	AGAP000929	162	1	0.186273345906
X	AGAP000986	35	1	0.242617747716
X	AGAP000932	153	4	1.90570373393
X	AGAP000953	22	1	0.44936987475
X	AGAP013147	24	1	0.40579697696
X	AGAP000807	298	1	0.115185719469
X	AGAP001083	11	1	0.903123764863
X	AGAP000863	198	1	0.0768613601384
X	AGAP000954	88	1	0.0326426193937
X	AGAP000898	155	5	3.24782982732
X	AGAP000922	182	1	0.120379565669
X	AGAP013021	148	6	5.29539045429
X	AGAP000977	4	1	2.065592172
X	AGAP000938	145	3	0.963286796694
X	AGAP013341	9	10	159.104816487
X	AGAP000711	112	1	0.100387094941
X	AGAP001040	8	1	1.19330261155
X	AGAP000941	87	3	1.9627527677
X	AGAP000915	940	8	0.254822662434
X	AGAP013317	1	1	4.81600496446
X	AGAP001045	18	2	3.92894610704
X	AGAP000989	16	2	4.37785139393
X	AGAP000970	37	1	0.221675883985
X	AGAP000894	638	1	0.697855564087
X	AGAP000913	128	2	0.336360672334
X	AGAP000958	114	7	10.1657951468
X	AGAP000853	57	1	0.0805108552802
X	AGAP000983	27	3	6.90630614677
X	AGAP001070	113	7	10.2658089135
X	AGAP001021	55	2	1.22921969248
X	AGAP013495	150	3	0.912164075611
X	AGAP000974	181	11	16.2655977698
X	AGAP001091	34	5	16.8521668029
X	AGAP000717	456	1	0.391918570223
X	AGAP000893	111	11	27.492850629
X	AGAP000988	2	2	19.6548640532
X	AGAP001044	7	1	1.33406991227
X	AGAP000821	24	1	0.40579697696
X	AGAP000884	78	1	0.0021797805687
X	AGAP000904	301	2	0.12265450013
X	AGAP001018	14	2	4.93630609862
X	AGAP001073	114	2	0.424439864332
X	AGAP001004	40	2	1.76780374702
X	AGAP000960	33	1	0.26558682071
X	AGAP000978	18	1	0.559895064437
X	AGAP000984	79	1	0.00529795268778
X	AGAP001033	2	2	19.6548640532
X	AGAP000934	12	2	5.65082988055
X	AGAP000935	19	2	3.73586655072
X	AGAP000888	13	1	0.773776985443
X	AGAP001094	31	2	2.3137289553
X	AGAP013136	18	2	3.92894610704
X	AGAP001052	338	5	0.928554460582
X	AGAP001027	66	2	0.979550707123
X	AGAP001053	88	4	3.85417504616
X	AGAP001065	13	2	5.27018673042
X	AGAP001030	11	1	0.903123764863
X	AGAP001090	17	4	19.4943405519
X	AGAP000878	13	1	0.773776985443
X	AGAP001037	10	4	29.5388598882
X	AGAP000788	32	2	2.23935193979
X	AGAP001009	9	1	1.07882575184
X	AGAP001068	21	1	0.47370385054
X	AGAP001010	54	1	0.0962898294012
X	AGAP001047	6	1	1.51201216176
X	AGAP000973	90	2	0.63354978139
X	AGAP000957	27	1	0.350596926604
X	AGAP000810	493	4	0.068402455595
X	AGAP001043	160	12	22.4854839428
X	AGAP000961	41	1	0.184802750025
X	AGAP000982	36	3	5.2126244492
X	AGAP000942	18	2	3.92894610704
X	AGAP013181	15	4	21.6117440221
X	AGAP001023	63	6	13.6445441877
X	AGAP000962	517	7	1.07445264675
X	AGAP001031	8	3	19.4087613815
X	AGAP000994	17	3	10.5472260406
X	AGAP001026	21	6	37.0740140902
X	AGAP001015	301	9	5.45367997668
X	AGAP000795	1154	2	1.14358075553
X	AGAP000971	60	1	0.06598211237
X	AGAP000998	691	14	4.64688856686
X	AGAP000837	109	2	0.460956171689
X	AGAP013526	10	1	0.983661404433
X	AGAP000945	71	3	2.50747242304
X	AGAP001034	9	3	17.7724065593
X	AGAP001041	3	1	2.537194239
X	AGAP000981	33	8	44.7963892901
X	AGAP001061	125	9	15.8737950299
X	AGAP001036	3	2	15.7601344299
X	AGAP000943	126	4	2.47941990068
X	AGAP001035	23	14	163.002568479
X	AGAP001029	17	4	19.4943405519
X	AGAP001025	28	4	12.5628285775
X	AGAP001084	82	2	0.72808342489
X	AGAP000819	11	1	0.903123764863
X	AGAP000999	44	1	0.160724562295
X	AGAP001092	4	3	30.6001165211
X	AGAP001076	44	12	76.7447852545
X	AGAP001039	21	1	0.47370385054
X	AGAP000997	8	1	1.19330261155
