chrom	gene	segreg_g	pri_der_fix_g	score_g
2R	AGAP001410	661	2	0.103748743227
2R	AGAP003886	370	1	0.0447940989283
2R	AGAP002908	191	1	0.156191248219
2R	AGAP013121	167	9	17.3940607981
2R	AGAP003937	185	1	0.14555715982
2R	AGAP003935	40	1	0.338269552435
2R	AGAP004344	687	2	0.1302654572
2R	AGAP002578	982	2	0.437891889007
2R	AGAP002091	248	1	0.146716194062
2R	AGAP001824	3408	33	4.77995575283
2R	AGAP002104	1970	1	1.86521414183
2R	AGAP003238	1030	1	0.832706951822
2R	AGAP013191	112	1	0.00272132507486
2R	AGAP002817	702	1	0.451670217514
2R	AGAP002731	119	1	0.0178266589414
2R	AGAP004117	1507	5	0.201749437699
2R	AGAP004595	185	2	0.330126261601
2R	AGAP003568	818	1	0.588366513158
2R	AGAP012951	136	1	0.0530191540273
2R	AGAP001685	103	1	0.0180297434691
2R	AGAP001962	677	1	0.421880784248
2R	AGAP001658	405	1	0.0888598738642
2R	AGAP004098	108	3	2.35393393632
2L	AGAP005467	527	2	0.0316390245036
2L	AGAP005796	210	1	0.189080505029
2L	AGAP005072	166	1	0.110982460666
2L	AGAP004703	12	1	1.17790347742
2L	AGAP006951	78	1	0.0942610093452
2L	AGAP005799	2283	1	2.19826765231
2L	AGAP004768	484	1	0.187355194496
2L	AGAP005165	3669	7	1.55665332327
2L	AGAP006914	39	1	0.349698177295
2L	AGAP005091	1041	1	0.845221141313
2L	AGAP004742	114	1	0.00707739982202
2L	AGAP006748	32	3	8.51496272704
2L	AGAP007111	112	1	0.00272132507486
2L	AGAP004701	88	1	0.0597050377023
2L	AGAP005674	1989	3	1.15515579824
2L	AGAP005964	1490	1	1.34574675468
2L	AGAP005926	165	1	0.109121495853
2L	AGAP005986	62	1	0.167141862634
2L	AGAP006428	144	1	0.0689424771656
2L	AGAP005711	545	1	0.262401032896
2L	AGAP005170	1766	1	1.6459403803
2L	AGAP007114	424	1	0.112678066936
2L	AGAP006528	445	1	0.138910390708
2L	AGAP005182	32	2	3.26967081483
2L	AGAP004707	73	1	0.114289183415
2L	AGAP007698	646	1	0.384766211895
2L	AGAP006436	620	1	0.353482273984
2L	AGAP004698	11	3	21.73310767
2L	AGAP007263	80	1	0.0868083341797
2L	AGAP005831	73	9	40.2566910377
2L	AGAP004685	20	1	0.734283683793
2L	AGAP004772	92	1	0.0475587015805
2L	AGAP006656	9486	1	9.50085385827
2L	AGAP004827	422	3	0.177914337591
2L	AGAP004940	632	1	0.367938997656
2L	AGAP006277	612	2	0.0542662669288
2L	AGAP007049	277	1	0.0877118201715
2L	AGAP006754	1668	2	1.16182522312
2L	AGAP006645	923	1	0.710177401266
2L	AGAP007110	923	2	0.375776465131
2L	AGAP005245	3102	1	3.05591698805
2L	AGAP004915	525	2	0.0338710534216
2L	AGAP007163	4169	1	4.15429391676
2L	AGAP004837	219	1	0.204282186388
2L	AGAP006270	2167	1	2.07526059365
X	AGAP001032	30	2	3.48322959745
X	AGAP000995	14	1	1.0266455545
X	AGAP001022	99	2	0.926773089805
X	AGAP000230	27	1	0.53949144379
X	AGAP001038	4	1	2.86178431341
X	AGAP001050	19	4	25.5122744437
X	AGAP000891	65	1	0.151317565561
X	AGAP000831	9	1	1.50823505972
X	AGAP000940	145	10	25.3117803542
X	AGAP000938	133	3	1.81823159089
X	AGAP013093	15	2	6.633699309
X	AGAP001018	12	2	8.05518059524
X	AGAP000010	13	3	18.9906009206
X	AGAP000952	21	3	12.572694786
X	AGAP000996	57	4	9.19702847788
X	AGAP012976	269	1	0.102769498562
X	AGAP000937	5	1	2.41943519614
X	AGAP000973	151	2	0.490065399882
X	AGAP000847	1128	3	0.310876997852
X	AGAP000971	83	1	0.0761638624476
X	AGAP000990	84	2	1.14422427821
X	AGAP001048	183	2	0.337993926406
X	AGAP001028	12	2	8.05518059524
X	AGAP000969	425	5	1.19926732121
X	AGAP001082	45	2	2.31444428622
X	AGAP001069	49	1	0.253133345102
X	AGAP000929	193	2	0.300183277927
X	AGAP000986	54	5	15.7882551395
X	AGAP000949	10	2	9.3917656103
X	AGAP000932	146	5	5.48733379968
X	AGAP000953	24	1	0.611101154169
X	AGAP013147	12	2	8.05518059524
X	AGAP000801	1641	3	0.808450056305
X	AGAP013101	26	1	0.56180178396
X	AGAP001083	7	3	30.4906091436
X	AGAP000840	34	2	3.07923540266
X	AGAP001090	30	3	9.05319616452
X	AGAP000898	156	4	3.0036487377
X	AGAP000767	84	1	0.0727492613753
X	AGAP000809	36	1	0.387110911267
X	AGAP013021	168	5	4.64314731682
X	AGAP000769	162	2	0.431485457826
X	AGAP000797	246	1	0.151275009365
X	AGAP013317	2	2	27.8841531213
X	AGAP000900	346	1	0.0144592249762
X	AGAP001070	132	5	6.1653067463
X	AGAP000939	48	1	0.261287111321
X	AGAP000978	13	2	7.51905533928
X	AGAP000968	31	1	0.462595883459
X	AGAP000941	111	2	0.792433178081
X	AGAP000915	894	4	0.0924406290384
X	AGAP000862	43	1	0.306645254151
X	AGAP001045	8	2	11.2561193716
X	AGAP000987	17	1	0.858326993999
X	AGAP001051	6	2	14.0422321622
X	AGAP000970	68	1	0.13661995113
X	AGAP013126	1	1	6.70442464694
X	AGAP000981	43	3	6.38387826227
X	AGAP000958	170	10	21.3895469669
X	AGAP000979	22	1	0.667918240879
X	AGAP000807	441	1	0.133921512093
X	AGAP000861	84	1	0.0727492613753
X	AGAP000983	40	5	21.0231273218
X	AGAP000962	447	10	6.70832028695
X	AGAP000998	1029	10	1.6068344917
X	AGAP013495	132	3	1.8359203983
X	AGAP000974	270	11	15.7020137764
X	AGAP001091	39	6	31.4407934806
X	AGAP001012	15	1	0.96414562542
X	AGAP000835	56	1	0.202808291872
X	AGAP000893	130	8	17.6681488126
X	AGAP001044	6	1	2.09907152242
X	AGAP000975	13	5	53.9806779952
X	AGAP013027	128	1	0.0367031634212
X	AGAP000955	137	2	0.577191058391
X	AGAP001064	31	1	0.462595883459
X	AGAP000884	98	1	0.0308105461415
X	AGAP000904	371	5	1.52607713757
X	AGAP000931	18	1	0.813056624266
X	AGAP001073	192	1	0.1579513929
X	AGAP001004	41	2	2.5486653818
X	AGAP000945	65	3	4.17153299099
X	AGAP001052	374	4	0.785254071196
X	AGAP000984	59	2	1.72947363857
X	AGAP001033	13	3	18.9906009206
X	AGAP000934	12	2	8.05518059524
X	AGAP000935	17	2	5.93224848319
X	AGAP001094	30	2	3.48322959745
X	AGAP013136	17	2	5.93224848319
X	AGAP000839	11	1	1.270876348
X	AGAP001027	88	4	5.83654934053
X	AGAP001053	75	7	23.3412612467
X	AGAP000930	201	1	0.173643205959
X	AGAP000882	46	2	2.26179003303
X	AGAP000926	298	1	0.051903629356
X	AGAP001030	16	3	15.9545353964
X	AGAP001093	62	3	4.38621487347
X	AGAP001037	11	2	8.67267011409
X	AGAP000741	117	1	0.0135505621559
X	AGAP001009	27	1	0.53949144379
X	AGAP001068	30	3	9.05319616452
X	AGAP001047	23	3	11.5818719823
X	AGAP001011	36	3	7.60253369026
X	AGAP000982	54	3	5.06727386462
X	AGAP000837	108	7	16.1248571114
X	AGAP000834	133	4	3.64943785362
X	AGAP001043	153	10	23.9256690672
X	AGAP000991	22	2	4.68285559614
X	AGAP001023	100	20	145.076233044
X	AGAP001041	1	3	76.290418468
X	AGAP001031	6	1	2.09907152242
X	AGAP000966	24	1	0.611101154169
X	AGAP000994	28	1	0.518536319805
X	AGAP001026	12	4	36.9117251829
X	AGAP001015	428	7	2.95616005753
X	AGAP001042	5	2	16.0269195554
X	AGAP000719	87	1	0.0628776872524
X	AGAP000896	22	1	0.667918240879
X	AGAP013526	21	2	4.89005235844
X	AGAP000774	284	1	0.0752071856657
X	AGAP001034	7	2	12.4956776431
X	AGAP013341	18	4	26.6979425803
X	AGAP001061	272	10	12.604176766
X	AGAP001036	8	2	11.2561193716
X	AGAP000943	151	5	5.2746098237
X	AGAP000903	100	2	0.914438101189
X	AGAP001035	28	5	29.0285218378
X	AGAP001029	24	4	20.850108047
X	AGAP001025	23	1	0.638458505618
X	AGAP001084	103	4	4.90492666883
X	AGAP000965	15	1	0.96414562542
X	AGAP001092	1	2	37.0751023437
X	AGAP001076	25	10	122.040738982
X	AGAP001039	18	3	14.4098662788
X	AGAP000997	14	1	1.0266455545
