chrom	gene	segreg_c	pri_der_fix_c	score_c
2R	AGAP003605	40	1	0.0597103186126
2R	AGAP013313	8	1	0.793043657684
2R	AGAP002557	307	2	0.112487838903
2R	AGAP003725	220	3	0.0860072471435
2R	AGAP002942	1524	5	1.82384107371
2R	AGAP003934	66	1	0.0701744513386
2R	AGAP004039	636	1	1.23287626395
2R	AGAP002300	77	3	1.30250844351
2R	AGAP004007	16	1	0.389457503946
2R	AGAP013054	11	1	0.586171116171
2R	AGAP002909	30	1	0.145100113054
2R	AGAP003963	60	1	0.043999722694
2R	AGAP002226	514	4	0.0900731855648
2R	AGAP003481	11	1	0.586171116171
2R	AGAP003331	105	2	0.186862873131
2R	AGAP002644	108	1	0.176274670983
2R	AGAP001520	258	1	0.283656414564
2R	AGAP003709	467	1	0.819549980423
2R	AGAP002739	140	1	0.0406994019008
2R	AGAP003931	451	4	0.0137699495256
2R	AGAP001660	426	3	0.128733100781
2R	AGAP004115	45	1	0.0284821944456
2R	AGAP002677	1615	6	1.70833937409
2R	AGAP002232	94	1	0.181682909371
2R	AGAP003823	213	1	0.162911796763
2R	AGAP003971	16	1	0.389457503946
2R	AGAP003571	72	1	0.095406164451
2R	AGAP003283	292	1	0.373433569727
2R	AGAP003244	249	1	0.259686369456
2R	AGAP002404	39	1	0.0666893740105
2R	AGAP002443	66	1	0.0701744513386
2R	AGAP002625	25	1	0.206893427113
2R	AGAP001696	404	2	0.331742015994
2R	AGAP002996	305	1	0.407449583347
2R	AGAP003070	1315	4	1.70153375785
2R	AGAP003901	457	1	0.794643283897
2R	AGAP002585	92	1	0.174175445421
2R	AGAP001675	10	1	0.643905653638
2R	AGAP002721	51	1	0.0026065505025
2R	AGAP002688	228	1	0.203409443313
2R	AGAP002914	347	2	0.202113497615
2R	AGAP003398	61	1	0.0484340094566
2R	AGAP003869	182	1	0.0784520119994
2R	AGAP004046	1651	6	1.78087700913
2R	AGAP001730	307	1	0.412668223124
2R	AGAP002756	19	1	0.31330693474
2R	AGAP003893	599	1	1.1434576671
2R	AGAP002505	202	1	0.133056620126
2R	AGAP004107	74	2	0.427690598921
2R	AGAP002645	160	1	0.017978158244
2R	AGAP001683	2195	50	8.29892501976
2R	AGAP002418	47	1	0.0174482034363
2R	AGAP003336	17	1	0.361679514346
2R	AGAP003972	61	4	3.53403874749
2R	AGAP004050	1386	4	1.85300450216
2R	AGAP013050	14	1	0.454408388266
2R	AGAP003602	57	1	0.0305100871502
2R	AGAP003316	37	1	0.0815162749934
2R	AGAP002722	21	1	0.272471326392
2R	AGAP003882	90	3	1.03696231121
2R	AGAP002781	81	1	0.131759113778
2R	AGAP004071	406	2	0.336317048417
2R	AGAP003797	25	1	0.206893427113
2R	AGAP003979	89	1	0.16280236226
2R	AGAP004049	71	2	0.461176971633
2R	AGAP002875	23	2	1.98196336944
2R	AGAP002382	335	1	0.485337335577
2R	AGAP001673	37	1	0.0815162749934
2R	AGAP004028	654	1	1.27619361063
2R	AGAP003115	378	2	0.272409094537
2R	AGAP001767	22	1	0.254307029576
2R	AGAP001495	270	1	0.315480582613
2R	AGAP001672	170	1	0.0455108275191
2R	AGAP002974	109	1	0.170893123523
2R	AGAP003975	2	4	45.6858830762
2R	AGAP003014	64	1	0.0615614926
2R	AGAP002321	176	2	0.0651182233178
2R	AGAP002945	100	1	0.203870829207
2R	AGAP002863	8	1	0.793043657684
2R	AGAP001806	144	1	0.0278468600433
2R	AGAP002250	851	1	1.74381117486
2R	AGAP002879	179	2	0.0733534070658
2R	AGAP002723	13	1	0.492828666519
2R	AGAP002004	60	1	0.043999722694
2R	AGAP002194	154	1	0.00143216030812
2R	AGAP004086	19	1	0.31330693474
2R	AGAP004143	216	1	0.171031241486
2R	AGAP001179	636	1	1.23287626395
2R	AGAP002927	229	4	0.387415832276
2R	AGAP013321	182	1	0.0784520119994
2R	AGAP001786	518	1	0.945705085041
2R	AGAP013466	8	2	5.20791094884
2R	AGAP004057	19	2	2.40208702285
2R	AGAP002260	15	1	0.420184301617
2R	AGAP004499	27	1	0.180013871937
2R	AGAP003353	9	1	0.711794995969
2R	AGAP002874	43	3	2.68805591916
2R	AGAP002877	18	2	2.53238655059
2R	AGAP013482	95	1	0.18541509537
2R	AGAP001780	135	1	0.0578040990059
2R	AGAP002132	57	1	0.0305100871502
2R	AGAP004162	27	1	0.180013871937
2R	AGAP002006	53	1	0.0120540972848
2R	AGAP003961	56	1	0.025948343126
2R	AGAP003519	144	3	0.434055897023
2R	AGAP002235	384	1	0.610883978397
2R	AGAP001751	1050	2	1.81298652883
2R	AGAP003335	489	3	0.253697296897
2R	AGAP002152	117	1	0.130990284391
2R	AGAP001791	52	1	0.00734953653477
2R	AGAP003305	924	1	1.91464833096
2R	AGAP001824	1193	22	2.30739148372
2R	AGAP002757	435	1	0.739634959504
2R	AGAP002315	2990	4	5.31420817152
2R	AGAP002928	18	1	0.336413494094
2R	AGAP002725	170	3	0.278978061705
2R	AGAP003250	21	1	0.272471326392
2R	AGAP003751	466	1	0.81706195633
2R	AGAP003252	42	1	0.0465308844446
2R	AGAP004154	1721	1	3.73180174231
2R	AGAP003914	2345	6	3.21184725381
2R	AGAP002900	156	1	0.0069492095636
2R	AGAP002264	115	1	0.140471133275
2R	AGAP003570	112	1	0.155295429028
2R	AGAP004098	37	1	0.0815162749934
2R	AGAP002787	125	1	0.0959677615383
2R	AGAP003987	11	2	3.983877382
2R	AGAP004116	109	2	0.165156523297
2R	AGAP004112	722	2	1.06394068195
2R	AGAP003795	8	1	0.793043657684
2R	AGAP003479	69	4	3.05361466327
2R	AGAP013324	208	1	0.149357488721
2R	AGAP001897	45	1	0.0284821944456
2R	AGAP001713	168	2	0.0431214079178
2R	AGAP002898	193	3	0.177220386133
2R	AGAP003714	201	1	0.130336072789
2R	AGAP013029	308	1	0.415276105902
2R	AGAP004096	306	2	0.110267857808
2R	AGAP002328	4	1	1.40194120681
2R	AGAP004117	571	5	0.0138687098805
2R	AGAP003723	7	1	0.892409896747
2R	AGAP001678	436	3	0.148215906789
2R	AGAP003735	211	5	1.01589061803
2R	AGAP003349	152	2	0.00100146889577
2R	AGAP003789	85	1	0.147416874906
2R	AGAP003847	54	3	2.06246709966
2R	AGAP013090	18	1	0.336413494094
2R	AGAP004059	48	1	0.0121983795154
2R	AGAP003903	27	1	0.180013871937
2R	AGAP002263	177	2	0.0678641529173
2R	AGAP001690	405	9	1.59569076028
2R	AGAP004066	1435	5	1.63962946907
2R	AGAP004052	1339	1	2.86930189414
2L	AGAP006954	57	1	0.0305100871502
2L	AGAP005181	174	2	0.0596238262073
2L	AGAP006221	130	1	0.0761794063035
2L	AGAP006649	28	1	0.167723022562
2L	AGAP006155	16	2	2.83491093123
2L	AGAP005467	172	2	0.0541261410204
2L	AGAP006243	38	1	0.0739514446205
2L	AGAP006631	77	1	0.115805480181
2L	AGAP005169	21	1	0.272471326392
2L	AGAP005165	1559	1	3.36743567602
2L	AGAP006267	37	1	0.0815162749934
2L	AGAP005178	48	1	0.0121983795154
2L	AGAP005058	415	1	0.689358538475
2L	AGAP007065	118	1	0.126364698214
2L	AGAP005420	67	1	0.0744414113423
2L	AGAP006665	564	1	1.05836752057
2L	AGAP006210	17	1	0.361679514346
2L	AGAP006516	362	1	0.554757319702
2L	AGAP007110	277	2	0.0464689441488
2L	AGAP005884	41	1	0.0529962949559
2L	AGAP006215	19	1	0.31330693474
2L	AGAP006260	350	1	0.523979740636
2L	AGAP005918	67	1	0.0744414113423
2L	AGAP007573	200	1	0.127614469586
2L	AGAP004837	104	1	0.198778194917
2L	AGAP007498	27	2	1.67399968145
2L	AGAP006063	223	2	0.08068845278
2L	AGAP005807	432	1	0.732110242309
2L	AGAP006705	81	1	0.131759113778
2L	AGAP006823	337	1	0.490500887488
2L	AGAP006439	1544	1	3.33360186188
2L	AGAP006478	384	1	0.610883978397
2L	AGAP006741	115	2	0.135265009924
2L	AGAP006633	108	1	0.176274670983
2L	AGAP005773	908	1	1.87729896791
2L	AGAP006328	186	1	0.0894043993414
2L	AGAP005985	13	1	0.492828666519
2L	AGAP005661	1543	1	3.33134565386
2L	AGAP006107	423	1	0.709500924651
2L	AGAP007005	895	1	1.84691469089
2L	AGAP005425	100	3	0.877794654907
2L	AGAP006062	68	2	0.497363465743
2L	AGAP006513	152	1	0.00412509606127
2L	AGAP006450	15	3	7.62203583302
2L	AGAP005869	39	2	1.09884946645
2L	AGAP006939	70	1	0.0870918935414
2L	AGAP007539	55	1	0.0213524362166
2L	AGAP007023	79	1	0.123820875112
2L	AGAP005739	268	1	0.310187208446
2L	AGAP007730	70	1	0.0870918935414
2L	AGAP005713	393	2	0.306605498234
2L	AGAP006448	356	1	0.539383346106
2L	AGAP006952	4	1	1.40194120681
2L	AGAP006266	545	1	1.01195296179
2L	AGAP006655	39	1	0.0666893740105
2L	AGAP005400	357	3	0.000823328778096
2L	AGAP007659	166	1	0.0345054944284
2L	AGAP007028	9	1	0.711794995969
2L	AGAP005839	216	1	0.171031241486
2L	AGAP007031	470	1	0.827010571202
2L	AGAP006274	318	1	0.441302904885
2L	AGAP006279	32	1	0.124728095023
2L	AGAP006746	11	1	0.586171116171
2L	AGAP006270	762	1	1.53388332586
2L	AGAP005008	1144	1	2.42368732259
2L	AGAP006206	61	1	0.0484340094566
2L	AGAP006791	471	1	0.829496280099
2L	AGAP006224	34	1	0.106256215154
2L	AGAP005156	1351	3	2.11997890235
2L	AGAP007325	99	1	0.200206227121
2L	AGAP006176	783	3	0.874953666307
2L	AGAP005791	8	1	0.793043657684
2L	AGAP007680	33	1	0.115273513774
2L	AGAP006634	2411	3	4.4456773568
2L	AGAP006901	287	1	0.360305883779
2L	AGAP006598	193	1	0.10853412619
2L	AGAP005740	58	1	0.0350386256037
2L	AGAP006520	220	2	0.0894669691547
2L	AGAP005799	1021	1	2.14005794825
2L	AGAP006800	447	1	0.769676652981
2L	AGAP007163	1364	3	2.14858418786
2L	AGAP007421	95	1	0.18541509537
2L	AGAP005714	909	1	1.87963479846
2L	AGAP007420	298	1	0.389153872822
2L	AGAP006656	3067	6	4.73297836369
2L	AGAP006165	207	1	0.146643365384
2L	AGAP007263	21	1	0.272471326392
2L	AGAP005091	631	1	1.22082291523
2L	AGAP006822	135	1	0.0578040990059
2L	AGAP006913	11	2	3.983877382
2L	AGAP005595	132	1	0.0686681558607
2L	AGAP007030	59	3	1.85024091696
2L	AGAP006030	111	1	0.160405819092
2L	AGAP005806	382	2	0.281518152671
2L	AGAP006436	234	1	0.21953850003
2L	AGAP005964	608	2	0.801485222359
2L	AGAP006765	73	1	0.0995291600698
2L	AGAP005731	91	1	0.170399621149
2L	AGAP006022	188	1	0.0948749252355
2L	AGAP005257	625	1	1.20634669524
2L	AGAP006585	5	1	1.17989653541
2L	AGAP007019	63	1	0.0572141276783
2L	AGAP006769	39	1	0.0666893740105
2L	AGAP005171	72	4	2.89937497938
2L	AGAP005613	24	1	0.221648438634
2L	AGAP006059	204	2	0.140992925877
X	AGAP000807	123	1	0.104314865336
X	AGAP000960	13	1	0.492828666519
X	AGAP000969	199	3	0.154685472843
X	AGAP000950	6	1	1.01729357002
X	AGAP000954	25	1	0.206893427113
X	AGAP000940	50	8	19.6819135933
X	AGAP000829	28	4	8.02167211534
X	AGAP000934	9	2	4.72727087256
X	AGAP000868	62	1	0.052838550538
X	AGAP001045	1	2	17.2948151648
X	AGAP001093	38	1	0.0739514446205
X	AGAP000890	7	1	0.892409896747
X	AGAP001047	3	1	1.72637901811
X	AGAP000981	18	6	27.1123820277
X	AGAP000898	23	3	5.14458831778
X	AGAP000943	46	3	2.49013763366
X	AGAP000996	18	1	0.336413494094
X	AGAP000994	9	1	0.711794995969
X	AGAP000864	12	1	0.536350788329
X	AGAP000989	6	4	27.2006201187
X	AGAP001048	23	1	0.237412970021
X	AGAP013093	1	2	17.2948151648
X	AGAP000894	131	1	0.0723961580277
X	AGAP000982	12	3	9.22242351986
X	AGAP001082	15	5	21.9386084795
X	AGAP000913	14	1	0.454408388266
X	AGAP000842	6	1	1.01729357002
X	AGAP000997	7	2	5.79318021455
X	AGAP000935	6	1	1.01729357002
X	AGAP013514	4	1	1.40194120681
X	AGAP001004	7	3	13.997187447
X	AGAP000953	10	1	0.643905653638
X	AGAP001050	3	2	10.4242763622
X	AGAP000941	42	7	17.6737972208
X	AGAP000983	5	2	7.45550644848
X	AGAP000931	7	1	0.892409896747
X	AGAP000938	68	3	1.54228312283
X	AGAP000937	2	2	13.0073059312
X	AGAP001031	4	3	20.104150953
X	AGAP000239	15	1	0.420184301617
X	AGAP001032	9	5	31.7660576795
X	AGAP000999	15	1	0.420184301617
X	AGAP001018	2	1	2.25224304849
X	AGAP001052	87	4	2.28010174014
X	AGAP001033	1	2	17.2948151648
X	AGAP013136	2	1	2.25224304849
X	AGAP000962	141	12	15.6778565379
X	AGAP001028	1	4	54.9138950965
X	AGAP000932	59	4	3.67306560322
X	AGAP001034	4	3	20.104150953
X	AGAP001038	2	2	13.0073059312
X	AGAP001091	35	4	6.44098121388
X	AGAP001040	3	1	1.72637901811
X	AGAP000964	14	1	0.454408388266
X	AGAP000833	16	5	20.845138229
X	AGAP001083	2	1	2.25224304849
X	AGAP001073	48	2	0.841739613786
X	AGAP001023	29	6	18.1451751093
X	AGAP001025	8	3	12.6979002929
X	AGAP001041	1	1	3.27290659851
X	AGAP001027	18	5	18.9424792362
X	AGAP000998	281	14	9.46688978015
X	AGAP013341	4	10	141.8166462
X	AGAP001068	5	1	1.17989653541
X	AGAP001053	38	4	5.92363634205
X	AGAP013181	1	5	75.3090975972
X	AGAP000945	31	3	3.82101443293
X	AGAP000974	90	7	8.01845302371
X	AGAP000847	102	6	4.87879529827
X	AGAP001061	37	9	32.7901415056
X	AGAP001043	69	12	32.8769410807
X	AGAP000823	10	1	0.643905653638
X	AGAP001010	20	1	0.292072031847
X	AGAP000904	105	1	0.193000467225
X	AGAP000711	37	1	0.0815162749934
X	AGAP001015	71	8	13.8641381873
X	AGAP001039	5	1	1.17989653541
X	AGAP000979	4	2	8.69534022939
X	AGAP000942	11	2	3.983877382
X	AGAP013021	31	6	17.0862418891
X	AGAP001065	4	2	8.69534022939
X	AGAP001035	7	13	170.783157981
X	AGAP000606	1247	3	1.89114851443
X	AGAP001076	14	9	68.1163676021
X	AGAP001030	4	3	20.104150953
X	AGAP000915	351	7	0.98110458448
X	AGAP001046	6	1	1.01729357002
X	AGAP000933	6	1	1.01729357002
X	AGAP001069	9	1	0.711794995969
X	AGAP000832	7	1	0.892409896747
X	AGAP000990	38	1	0.0739514446205
X	AGAP000610	3	2	10.4242763622
X	AGAP000803	44	1	0.034287053347
X	AGAP001022	26	4	8.60757418703
X	AGAP000489	76	1	0.111767778153
X	AGAP000995	8	1	0.793043657684
X	AGAP000893	7	7	66.2936725621
X	AGAP000977	3	1	1.72637901811
X	AGAP001092	1	3	35.3043799605
X	AGAP000951	2	1	2.25224304849
X	AGAP000687	136	1	0.0542857163427
X	AGAP000843	7	1	0.892409896747
X	AGAP013495	38	2	1.13416197104
X	AGAP013317	3	1	1.72637901811
X	AGAP001084	20	2	2.28325321598
X	AGAP000992	5	1	1.17989653541
X	AGAP001026	5	5	44.8446261274
X	AGAP000958	38	6	14.1361326808
X	AGAP001094	22	1	0.254307029576
X	AGAP000961	5	3	17.562584903
X	AGAP000884	13	2	3.43480707445
X	AGAP000986	16	1	0.389457503946
X	AGAP000825	2	2	13.0073059312
X	AGAP001029	2	5	64.4344783209
X	AGAP000906	36	4	6.25998480008
X	AGAP001070	19	7	34.9026705376
X	AGAP001090	9	4	20.7853172888
