chrom	gene	segreg_g	pri_der_fix_g	score_g
2R	AGAP002579	70	1	0.00222349615037
2R	AGAP013394	16	1	0.562755232208
2R	AGAP001674	670	5	0.0495694041523
2R	AGAP002304	49	1	0.0928169485416
2R	AGAP002581	69	1	0.00127115518008
2R	AGAP004013	20	1	0.440967065468
2R	AGAP002523	201	1	0.019582514977
2R	AGAP002212	793	1	1.0936548552
2R	AGAP002888	926	2	0.956942251657
2R	AGAP001343	239	1	0.0576863046446
2R	AGAP002424	1692	2	2.22891703252
2R	AGAP003261	80	1	0.0360373266787
2R	AGAP001523	122	1	0.162340873812
2R	AGAP013313	21	1	0.416607574274
2R	AGAP004497	47	1	0.105208526134
2R	AGAP004097	21	1	0.416607574274
2R	AGAP001446	1633	1	2.53121065858
2R	AGAP003934	88	1	0.0618309601678
2R	AGAP001690	854	3	0.531670579746
2R	AGAP004007	18	1	0.496268501712
2R	AGAP013462	13	1	0.693247918425
2R	AGAP002226	898	3	0.599805530267
2R	AGAP002493	178	1	0.0765648374198
2R	AGAP003331	202	4	1.03714775723
2R	AGAP001925	626	1	0.793947101757
2R	AGAP003709	1119	3	0.946968557824
2R	AGAP004143	176	1	0.0822001368514
2R	AGAP003931	616	1	0.775746237173
2R	AGAP002535	35	1	0.201959991533
2R	AGAP013186	16	1	0.562755232208
2R	AGAP002232	196	2	0.0281060619514
2R	AGAP003823	382	1	0.338640748731
2R	AGAP003571	129	1	0.181636024251
2R	AGAP002942	2436	4	2.69062953511
2R	AGAP004018	261	1	0.101670879205
2R	AGAP002605	102	2	0.426302482004
2R	AGAP001685	74	1	0.0159794587816
2R	AGAP002519	24	1	0.353706692799
2R	AGAP001782	103	1	0.107757706405
2R	AGAP004494	974	1	1.41133755555
2R	AGAP001696	719	1	0.961768281063
2R	AGAP003070	2028	3	2.40103377716
2R	AGAP002988	56	1	0.0550205067269
2R	AGAP001569	42	1	0.140171471177
2R	AGAP002688	320	1	0.218298742847
2R	AGAP001236	46	1	0.111719743117
2R	AGAP004067	10	1	0.885804087208
2R	AGAP002824	871	1	1.23133063959
2R	AGAP002303	208	1	0.00468244606246
2R	AGAP004107	60	1	0.0365688619496
2R	AGAP002840	54	1	0.0650354162951
2R	AGAP002645	331	1	0.239814255986
2R	AGAP013156	19	2	3.34299641628
2R	AGAP002974	266	1	0.111632480033
2R	AGAP003308	364	1	0.303931842345
2R	AGAP002883	274	1	0.127542262279
2R	AGAP002576	228	1	0.0356105112279
2R	AGAP004071	419	5	0.407824992125
2R	AGAP002229	225	1	0.0295816919927
2R	AGAP002692	223	1	0.0255607449408
2R	AGAP002444	103	3	1.35987265953
2R	AGAP003728	28	1	0.287403922275
2R	AGAP004057	36	1	0.191971342358
2R	AGAP004028	723	1	0.968932134844
2R	AGAP003489	382	1	0.338640748731
2R	AGAP004050	1158	6	0.26799205739
2R	AGAP002748	209	1	0.00263391212891
2R	AGAP003925	374	1	0.323237099899
2R	AGAP004014	12	3	12.6960481902
2R	AGAP002095	551	1	0.656607085646
2R	AGAP002915	1887	1	2.9534543205
2R	AGAP002972	811	1	1.12554100687
2R	AGAP013020	34	1	0.212415862831
2R	AGAP003481	47	1	0.105208526134
2R	AGAP002709	74	2	0.720736004238
2R	AGAP013121	65	1	0.0160238038023
2R	AGAP013466	56	1	0.0550205067269
2R	AGAP003252	33	1	0.223376449951
2R	AGAP002560	262	1	0.103664285844
2R	AGAP003076	531	1	0.619636326258
2R	AGAP013482	56	2	1.04930119067
2R	AGAP003519	308	2	0.0758635012933
2R	AGAP002677	3018	1	4.80131877491
2R	AGAP002622	101	1	0.101795604771
2R	AGAP013133	38	1	0.173264056494
2R	AGAP001824	2089	14	0.0400476091976
2R	AGAP002315	5418	4	7.38406982996
2R	AGAP002737	431	1	0.43223357299
2R	AGAP003250	25	2	2.56137210847
2R	AGAP001419	1045	1	1.53439437586
2R	AGAP003914	3194	10	1.98398399242
2R	AGAP002664	29	1	0.273181096648
2R	AGAP003484	242	1	0.0636980194464
2R	AGAP004098	47	3	3.50795049403
2R	AGAP003754	363	1	0.301998185464
2R	AGAP004593	215	1	0.00946465254395
2R	AGAP001756	115	1	0.142633466415
2R	AGAP003235	523	1	0.604803807195
2R	AGAP002152	198	1	0.0262840610529
2R	AGAP003560	140	1	0.209770542593
2R	AGAP003479	126	3	1.01139283987
2R	AGAP001410	350	1	0.276808195893
2R	AGAP003244	350	6	1.21024394252
2R	AGAP002898	302	4	0.434351831374
2R	AGAP002878	14	1	0.644614289279
2R	AGAP002172	518	1	0.595520319657
2R	AGAP013029	530	1	0.617783665736
2R	AGAP003882	134	2	0.231924366848
2R	AGAP002704	32	1	0.234883553361
2R	AGAP002793	912	1	1.3032113927
2R	AGAP004117	770	1	1.0528045066
2R	AGAP001746	38	1	0.173264056494
2R	AGAP003735	515	1	0.589945305969
2R	AGAP001333	69	1	0.00127115518008
2R	AGAP004068	107	1	0.119548302418
2R	AGAP001859	14	2	4.4270401281
2R	AGAP003789	85	1	0.0522764704666
2R	AGAP001786	1037	1	1.52056688489
2R	AGAP004081	25	2	2.56137210847
2R	AGAP002434	540	1	0.636292452114
2R	AGAP004066	1145	2	1.32339837564
2R	AGAP002784	418	1	0.407525569475
2R	AGAP002725	375	1	0.325164515115
2R	AGAP004036	85	1	0.0522764704666
2L	AGAP005181	207	4	0.992799905428
2L	AGAP007271	44	1	0.125435461253
2L	AGAP006155	31	1	0.24698392995
2L	AGAP005465	713	1	0.951014618079
2L	AGAP007421	148	1	0.176329486737
2L	AGAP005839	333	1	0.243718412017
2L	AGAP006508	287	1	0.153317689771
2L	AGAP007387	26	1	0.318479695183
2L	AGAP006595	40	1	0.156061274307
2L	AGAP006224	61	1	0.0322517879796
2L	AGAP005212	71	1	0.00569319585245
2L	AGAP006210	24	1	0.353706692799
2L	AGAP007030	64	4	4.86157625839
2L	AGAP006400	201	1	0.019582514977
2L	AGAP005905	61	1	0.0322517879796
2L	AGAP007110	491	1	0.545208954462
2L	AGAP006392	32	1	0.234883553361
2L	AGAP006825	495	1	0.552682137007
2L	AGAP006215	31	1	0.24698392995
2L	AGAP007169	577	1	0.704442638081
2L	AGAP005789	126	1	0.173414564088
2L	AGAP006634	4243	1	6.77019132154
2L	AGAP006211	22	1	0.394082427966
2L	AGAP005170	937	2	0.975399717513
2L	AGAP006452	629	1	0.799401077354
2L	AGAP005674	1082	1	1.59822789255
2L	AGAP006823	559	1	0.671352392512
2L	AGAP005421	44	1	0.125435461253
2L	AGAP007135	439	1	0.447396188645
2L	AGAP006901	566	1	0.684234920868
2L	AGAP005745	74	1	0.0159794587816
2L	AGAP006656	5173	1	8.25272532524
2L	AGAP006244	75	1	0.0193687340345
2L	AGAP007503	215	1	0.00946465254395
2L	AGAP006913	46	1	0.111719743117
2L	AGAP005985	48	1	0.0989114369494
2L	AGAP005459	71	1	0.00569319585245
2L	AGAP006347	2140	1	3.37072351506
2L	AGAP006340	525	1	0.608514353828
2L	AGAP006725	100	1	0.0987971963353
2L	AGAP006221	86	1	0.0554764426633
2L	AGAP006421	22	1	0.394082427966
2L	AGAP006436	417	1	0.405621371305
2L	AGAP007573	257	1	0.0936919085697
2L	AGAP005449	1543	1	2.3806215207
2L	AGAP006450	37	1	0.182416179111
2L	AGAP006188	3080	1	4.90158076244
2L	AGAP005424	29	1	0.273181096648
2L	AGAP007022	58	1	0.0455474304686
2L	AGAP005982	73	1	0.0125707302923
2L	AGAP006063	315	1	0.208495024568
2L	AGAP005332	821	1	1.14322482044
2L	AGAP007730	25	1	0.335518851612
2L	AGAP006551	10	1	0.885804087208
2L	AGAP007008	667	1	0.868242969437
2L	AGAP006526	717	1	0.958184782083
2L	AGAP006378	260	1	0.099676935068
2L	AGAP006599	129	1	0.181636024251
X	AGAP001047	8	3	17.4117167725
X	AGAP000969	211	3	0.370542065603
X	AGAP000950	5	3	24.0196559876
X	AGAP000831	12	1	0.74851397235
X	AGAP000940	95	4	3.07716938562
X	AGAP000829	106	2	0.396074830045
X	AGAP000934	6	2	8.89258909606
X	AGAP001032	21	2	3.03848549645
X	AGAP001045	3	3	32.0753084498
X	AGAP001038	2	1	2.99820056802
X	AGAP013101	19	3	8.54837217097
X	AGAP000903	40	2	1.56204011194
X	AGAP000898	110	3	1.23902971434
X	AGAP000943	84	4	3.56751402491
X	AGAP001036	4	2	11.8344021972
X	AGAP000996	10	7	74.5601147021
X	AGAP000885	41	1	0.147962870395
X	AGAP000994	19	1	0.467417750819
X	AGAP000880	37	1	0.182416179111
X	AGAP001048	93	2	0.503052126914
X	AGAP001044	1	1	4.36221372815
X	AGAP013093	2	2	17.682770286
X	AGAP000982	39	3	4.27054439167
X	AGAP001082	22	2	2.90475588385
X	AGAP000997	12	1	0.74851397235
X	AGAP000935	10	1	0.885804087208
X	AGAP001026	7	4	33.8354591697
X	AGAP001004	19	5	25.0521793815
X	AGAP000949	3	4	53.4468518998
X	AGAP000795	859	1	1.21023144008
X	AGAP000519	718	1	0.959976663035
X	AGAP001076	11	10	128.4208181
X	AGAP000983	17	4	17.4400659815
X	AGAP000931	10	2	5.92680539519
X	AGAP000938	88	3	1.68019224144
X	AGAP000937	1	1	4.36221372815
X	AGAP000953	13	1	0.693247918425
X	AGAP001018	7	2	7.90750093861
X	AGAP001052	200	5	1.93636574239
X	AGAP001033	6	3	21.3299518369
X	AGAP013136	12	1	0.74851397235
X	AGAP000962	263	12	11.0223873471
X	AGAP001028	10	2	5.92680539519
X	AGAP000932	45	4	7.05817392296
X	AGAP001034	5	2	10.1554735691
X	AGAP001093	30	3	5.56180951842
X	AGAP001091	16	6	40.9595933115
X	AGAP000975	6	5	55.7603653198
X	AGAP000958	57	9	30.9924420339
X	AGAP000945	51	2	1.17779502365
X	AGAP000833	59	2	0.981831209635
X	AGAP001083	3	3	32.0753084498
X	AGAP001061	180	9	9.16982191019
X	AGAP000948	2	1	2.99820056802
X	AGAP001023	54	18	122.716837351
X	AGAP001025	12	1	0.74851397235
X	AGAP001064	9	1	0.972924642333
X	AGAP000835	42	1	0.140171471177
X	AGAP001041	1	3	48.1513225006
X	AGAP001027	35	4	9.06475882076
X	AGAP000998	584	7	0.582512391307
X	AGAP013341	6	4	37.2707000598
X	AGAP001068	17	3	9.43964088528
X	AGAP001053	25	7	38.8169170655
X	AGAP000941	53	4	5.95635505251
X	AGAP000884	66	1	0.012206362772
X	AGAP000974	131	10	16.6470103422
X	AGAP000847	855	3	0.533214074376
X	AGAP001073	89	1	0.0649860747978
X	AGAP001043	73	10	30.3269789835
X	AGAP001010	29	1	0.273181096648
X	AGAP000904	229	1	0.0376193909908
X	AGAP001030	7	3	19.1759303965
X	AGAP001015	218	4	0.902464215698
X	AGAP001039	12	2	5.07179790866
X	AGAP000901	104	1	0.110721781808
X	AGAP013021	121	5	3.86494303727
X	AGAP000991	12	1	0.74851397235
X	AGAP001035	20	4	15.1774802724
X	AGAP000606	2305	1	3.64140995294
X	AGAP001050	10	4	26.4669900238
X	AGAP000915	562	6	0.331710805522
X	AGAP013289	86	1	0.0554764426633
X	AGAP000955	62	1	0.0280430910305
X	AGAP001069	40	1	0.156061274307
X	AGAP001037	7	2	7.90750093861
X	AGAP000939	23	1	0.373176182331
X	AGAP000832	36	1	0.191971342358
X	AGAP000990	50	2	1.20630549726
X	AGAP001046	16	1	0.562755232208
X	AGAP000834	114	1	0.13978195444
X	AGAP013495	92	2	0.512433104505
X	AGAP000995	7	1	1.20614403213
X	AGAP000893	61	4	5.1237163007
X	AGAP000951	7	1	1.20614403213
X	AGAP001022	47	2	1.29846611008
X	AGAP000881	22	1	0.394082427966
X	AGAP001031	4	1	1.87207101979
X	AGAP000837	77	6	9.80536249388
X	AGAP001051	4	2	11.8344021972
X	AGAP013317	3	2	14.177957119
X	AGAP001084	50	4	6.3316012696
X	AGAP000826	38	1	0.173264056494
X	AGAP000981	21	3	7.80426270053
X	AGAP001094	29	1	0.273181096648
X	AGAP000929	122	1	0.162340873812
X	AGAP001029	17	4	17.4400659815
X	AGAP000611	15	1	0.601422429001
X	AGAP000906	55	2	1.07328592176
X	AGAP000952	9	1	0.972924642333
X	AGAP000095	95	1	0.0836234831427
X	AGAP001070	53	5	9.74010563502
X	AGAP001090	13	3	11.8833517986
