chrom	gene	segreg_c	pri_der_fix_c	score_c
X	AGAP000953	17	1	0.438293846618
X	AGAP000904	363	1	0.422949834314
X	AGAP001061	142	9	9.9444446156
X	AGAP001047	6	1	1.17736932146
X	AGAP000934	13	3	10.0866101895
X	AGAP001029	14	4	17.3467593917
X	AGAP001028	10	4	22.4824809404
X	AGAP000996	27	3	5.18976315781
X	AGAP000915	979	7	0.0946249599857
X	AGAP000823	46	1	0.0643366361203
X	AGAP001084	79	2	0.503040990177
X	AGAP000977	5	1	1.36236817791
X	AGAP000932	197	1	0.0421729158852
X	AGAP001025	24	3	5.81601191381
X	AGAP001068	27	1	0.236803556905
X	AGAP000995	16	2	3.32598097689
X	AGAP001041	1	1	3.76542401325
X	AGAP013136	6	1	1.17736932146
X	AGAP001039	21	1	0.339091349589
X	AGAP001023	56	2	0.846132803417
X	AGAP001037	2	4	53.1704111578
X	AGAP000951	6	1	1.17736932146
X	AGAP001032	25	4	10.5035511736
X	AGAP000819	18	1	0.410150347833
X	AGAP000978	10	1	0.754712830144
X	AGAP000908	146	1	0.0955890833024
X	AGAP001015	209	7	3.33658179834
X	AGAP001027	71	3	1.78975589716
X	AGAP001043	140	12	18.9050629356
X	AGAP000825	15	1	0.503592437495
X	AGAP001004	14	2	3.75935606635
X	AGAP000942	22	2	2.44966340292
X	AGAP001022	61	4	4.2472868475
X	AGAP000998	623	13	2.73563798294
X	AGAP001030	10	2	5.0470099823
X	AGAP000979	21	1	0.339091349589
X	AGAP000847	648	8	0.414110112733
X	AGAP000974	205	7	3.4317959602
X	AGAP000941	111	3	0.954642883872
X	AGAP001038	3	2	12.112300161
X	AGAP000989	23	4	11.3352927191
X	AGAP000960	15	1	0.503592437495
X	AGAP000981	29	7	28.9796137566
X	AGAP000962	377	7	1.18580306617
X	AGAP000983	20	1	0.360847479018
X	AGAP001034	5	3	20.4581818734
X	AGAP000935	12	2	4.31317369604
X	AGAP000837	98	1	0.143161896749
X	AGAP000999	35	1	0.146179050122
X	AGAP000950	20	1	0.360847479018
X	AGAP013181	14	5	27.0550960852
X	AGAP000982	28	3	5.00758824223
X	AGAP000994	25	3	5.5925604973
X	AGAP001092	5	3	20.4581818734
X	AGAP001035	16	13	135.557066942
X	AGAP001045	8	2	6.0678385129
X	AGAP000945	74	3	1.69760927613
X	AGAP001036	1	2	20.0862666631
X	AGAP001083	9	1	0.831281434198
X	AGAP000992	8	1	0.923098613745
X	AGAP001093	50	1	0.0417589640535
X	AGAP000898	69	2	0.626407066018
X	AGAP000933	16	1	0.469275419352
X	AGAP000937	3	2	12.112300161
X	AGAP000954	90	1	0.116006117488
X	AGAP000958	98	5	4.08011218885
X	AGAP001065	20	2	2.69020143889
X	AGAP000711	99	1	0.146496312436
X	AGAP013093	1	2	20.0862666631
X	AGAP001040	5	1	1.36236817791
X	AGAP001048	80	1	0.0807067824282
X	AGAP001046	21	1	0.339091349589
X	AGAP000893	96	3	1.189921959
X	AGAP001076	36	10	48.1812876155
X	AGAP000997	9	2	5.51183801581
X	AGAP013341	11	10	108.963213464
X	AGAP001026	10	5	34.5258951848
X	AGAP000938	200	6	2.41253577353
X	AGAP001031	8	3	14.8126380389
X	AGAP001052	203	4	0.754591604963
X	AGAP000969	244	5	1.03611526218
X	AGAP013021	112	6	5.28529229352
X	AGAP000906	122	5	3.09111517602
X	AGAP001073	115	2	0.226104121826
X	AGAP001082	35	5	12.3017148155
X	AGAP001094	29	1	0.210448209612
X	AGAP001053	79	4	3.14379213512
X	AGAP001091	55	4	4.7633458311
X	AGAP001069	34	1	0.155631864777
X	AGAP000863	198	1	0.0445290337592
X	AGAP001070	79	6	7.91271087413
X	AGAP001033	3	2	12.112300161
X	AGAP013317	7	1	1.03562641178
X	AGAP000957	13	1	0.584905216341
X	AGAP000961	17	2	3.14267497175
X	AGAP000860	105	1	0.166246296765
X	AGAP000829	81	3	1.5077482036
X	AGAP000833	54	4	4.85964279514
X	AGAP001050	5	2	8.67045860205
X	AGAP000943	111	4	2.03126458877
X	AGAP000971	66	2	0.670059445216
X	AGAP001090	15	4	16.399296884
X	AGAP013526	6	1	1.17736932146
X	AGAP000940	107	6	5.58453851337
X	AGAP000973	99	1	0.146496312436
X	AGAP000988	8	2	6.0678385129
X	AGAP000832	33	1	0.165534393057
X	AGAP012991	28	1	0.223250039498
X	AGAP013495	106	3	1.02596482612
X	AGAP000990	50	4	5.28016858853
X	AGAP001018	7	1	1.03562641178
