chrom	gene	segreg_g	pri_der_fix_g	score_g
2R	AGAP003095	102	1	0.100287029279
2R	AGAP001658	350	1	0.266527714533
2R	AGAP004494	1576	1	2.39514177311
2R	AGAP003484	367	1	0.298994719323
2R	AGAP002226	1582	4	1.32127578928
2R	AGAP001674	1161	1	1.70328701726
2R	AGAP004067	25	1	0.342193222438
2R	AGAP003070	3351	5	3.67967790084
2R	AGAP002914	928	1	1.30628199903
2R	AGAP003244	580	2	0.36087627165
2R	AGAP002232	323	5	0.836051079137
2R	AGAP004052	2209	1	3.42787055826
2R	AGAP002793	1399	3	1.35803608659
2R	AGAP002924	1494	1	2.25962529399
2R	AGAP003071	420	1	0.399201232033
2R	AGAP013144	324	1	0.216552404836
2R	AGAP003941	25	1	0.342193222438
2R	AGAP003238	993	1	1.41784734475
2R	AGAP004028	1042	1	1.50150817816
2R	AGAP002915	3106	3	4.04576933895
2R	AGAP013186	24	1	0.360564626805
2R	AGAP002325	985	2	1.03040822549
2R	AGAP002677	4285	1	6.73065086004
2R	AGAP003882	183	2	0.0669876896307
2R	AGAP003571	173	1	0.0986046645005
2R	AGAP002958	189	1	0.054750213521
2R	AGAP001569	73	1	0.00887798467274
2R	AGAP004656	18	1	0.504616455672
2R	AGAP003519	495	2	0.221754005725
2R	AGAP001673	146	2	0.188412753867
2R	AGAP001825	45	2	1.38981203982
2R	AGAP004592	135	1	0.192517451668
2R	AGAP004117	1097	2	1.21491457424
2R	AGAP004637	48	1	0.103361824533
2R	AGAP002790	2382	3	2.90767190668
2R	AGAP001690	1555	3	1.60363499119
2R	AGAP004169	2733	1	4.2704028583
2R	AGAP004032	446	1	0.447830040912
2R	AGAP003513	449	1	0.453419889298
2R	AGAP001660	1390	2	1.69481972588
2R	AGAP003992	125	1	0.165557874265
2R	AGAP003997	1563	6	0.751018938779
2R	AGAP003283	672	1	0.858723578468
2R	AGAP013145	4451	4	5.74912547601
2R	AGAP002340	102	1	0.100287029279
2R	AGAP003945	1039	1	1.49639635908
2R	AGAP002186	3485	4	4.25308849796
2R	AGAP003400	779	1	1.04759262879
2R	AGAP004643	12	4	23.4034315739
2R	AGAP004657	4	2	12.0001883949
2R	AGAP013090	13	1	0.70377740449
2R	AGAP004066	1768	7	0.785408952916
2R	AGAP001824	3736	12	2.11263263733
2R	AGAP004246	358	1	0.281826641187
2R	AGAP002307	22	1	0.40135344223
2R	AGAP003349	427	2	0.112140771092
2R	AGAP001859	36	1	0.197257784728
2R	AGAP003260	67	1	0.0121636032462
2R	AGAP002517	45	1	0.123079192398
2R	AGAP003252	68	1	0.00848966051829
2R	AGAP002336	56	1	0.059094550949
2R	AGAP002638	49	4	6.56484919144
2R	AGAP002152	416	1	0.3916899811
2R	AGAP003986	854	1	1.17836213464
2L	AGAP007723	391	1	0.344557070397
2L	AGAP005215	49	1	0.0972144081778
2L	AGAP005181	262	2	0.0984885969451
2L	AGAP005165	3212	4	3.83016937456
2L	AGAP004827	397	3	0.0670288838223
2L	AGAP005168	152	1	0.169524892025
2L	AGAP005170	1325	2	1.58870227286
2L	AGAP004902	601	3	0.140012911625
2L	AGAP005216	286	1	0.142805448531
X	AGAP000831	16	1	0.571825431145
X	AGAP000904	418	3	0.100325698932
X	AGAP001061	292	9	4.95113678691
X	AGAP001047	22	3	7.58543825407
X	AGAP000953	27	2	2.40750618961
X	AGAP000934	14	2	4.49121811074
X	AGAP001029	22	4	14.1551706778
X	AGAP001008	20	1	0.4487268662
X	AGAP001028	16	2	3.98026962686
X	AGAP000996	60	3	2.72100646205
X	AGAP000915	1017	6	0.0931002184773
X	AGAP001070	92	5	5.45341865372
X	AGAP001084	89	4	3.3879170611
X	AGAP000932	144	1	0.201695514912
X	AGAP001025	27	1	0.308819608086
X	AGAP001068	13	4	21.9914805256
X	AGAP000995	11	1	0.823886240214
X	AGAP001041	1	3	48.8133325277
X	AGAP013136	26	2	2.50072861301
X	AGAP001039	25	3	6.72956038607
X	AGAP001023	118	9	15.0886227625
X	AGAP001038	4	1	1.89717023479
X	AGAP000935	26	2	2.50072861301
X	AGAP001044	2	1	3.03823461958
X	AGAP000978	9	2	6.56062246279
X	AGAP000945	88	3	1.71210333115
X	AGAP001090	16	3	10.097279258
X	AGAP001052	281	5	1.11066173826
X	AGAP001004	34	4	9.45937189036
X	AGAP001037	9	2	6.56062246279
X	AGAP001022	80	2	0.65625441513
X	AGAP000970	55	1	0.0640728538911
X	AGAP000903	75	1	0.0156184198196
X	AGAP001030	16	3	10.097279258
X	AGAP000979	26	1	0.324983572056
X	AGAP000847	1521	3	1.55006536345
X	AGAP000974	238	11	10.4067285516
X	AGAP000941	95	2	0.497394538635
X	AGAP001032	32	2	2.02111365051
X	AGAP000929	246	1	0.0643081617187
X	AGAP001018	7	2	8.01912191904
X	AGAP000962	522	11	3.3163699113
X	AGAP000983	26	4	12.1752796255
X	AGAP001034	11	2	5.54526416299
X	AGAP000837	132	2	0.250971437904
X	AGAP000950	16	2	3.98026962686
X	AGAP000984	55	5	9.51751576914
X	AGAP000982	57	3	2.88370316721
X	AGAP000994	25	1	0.342193222438
X	AGAP001092	4	2	12.0001883949
X	AGAP001053	60	7	17.8499457509
X	AGAP000949	11	4	25.0028562946
X	AGAP000975	14	5	32.3304107603
X	AGAP001045	7	3	19.4430740438
X	AGAP001042	6	2	9.01775422166
X	AGAP001036	8	2	7.21795629049
X	AGAP001083	6	3	21.6263518313
X	AGAP000991	23	1	0.380232365464
X	AGAP001027	75	4	4.13673273695
X	AGAP001093	59	3	2.77352226751
X	AGAP000898	157	3	0.717451338812
X	AGAP000937	4	1	1.89717023479
X	AGAP000958	137	8	9.8797254052
X	AGAP001043	127	9	13.9222079773
X	AGAP000968	26	1	0.324983572056
X	AGAP013093	6	2	9.01775422166
X	AGAP001048	141	2	0.209417114355
X	AGAP000893	133	5	3.49083808906
X	AGAP001076	26	10	74.5961305338
X	AGAP000955	123	1	0.160073050964
X	AGAP013341	7	4	34.296035244
X	AGAP001026	11	4	25.0028562946
X	AGAP000938	159	7	6.12056015554
X	AGAP001031	8	1	1.09266442142
X	AGAP001091	35	6	21.6328749489
X	AGAP000969	400	3	0.0717661308074
X	AGAP013021	227	5	1.619484133
X	AGAP000906	118	2	0.327297738487
X	AGAP001073	231	1	0.0346738014023
X	AGAP001082	44	2	1.42619956051
X	AGAP001094	31	2	2.08935099707
X	AGAP000835	63	1	0.027752228821
X	AGAP000939	46	1	0.116282089397
X	AGAP000948	8	1	1.09266442142
X	AGAP001069	46	1	0.116282089397
X	AGAP001051	6	2	9.01775422166
X	AGAP001033	12	3	12.8753978587
X	AGAP013317	8	2	7.21795629049
X	AGAP000998	957	6	0.0323918059622
X	AGAP001035	25	6	29.0596679629
X	AGAP000833	110	1	0.123571846205
X	AGAP001050	17	4	17.6834746931
X	AGAP000943	189	4	1.19182816495
X	AGAP013526	25	1	0.342193222438
X	AGAP000940	122	7	8.39480157405
X	AGAP000973	161	2	0.132805468881
X	AGAP001015	352	4	0.281381544244
X	AGAP000981	46	3	3.64706422702
X	AGAP001064	29	1	0.279238955487
X	AGAP000829	180	1	0.0784938086995
X	AGAP000990	80	2	0.65625441513
X	AGAP013495	145	2	0.192504696133
