chrom	gene	segreg_g	pri_der_fix_g	score_g
2L	AGAP007110	923	2	0.376388098465
2L	AGAP006645	923	1	0.710846469604
2L	AGAP005711	545	1	0.262823134529
2L	AGAP005799	2283	1	2.19977534047
2L	AGAP004742	114	1	0.0072391926606
2L	AGAP004698	11	3	21.718307862
2L	AGAP004837	219	1	0.204520969272
2L	AGAP007163	4169	1	4.1569435664
2L	AGAP005796	210	1	0.189312985477
2L	AGAP005245	3102	1	3.05792170522
2L	AGAP005674	1989	1	1.88686910879
2L	AGAP005926	165	1	0.109321849989
2L	AGAP005072	166	1	0.111183542772
2L	AGAP006428	144	1	0.0691273396996
2L	AGAP005091	1041	1	0.845964734553
2L	AGAP005986	62	1	0.166917811833
2L	AGAP004707	73	1	0.114086457797
2L	AGAP006914	39	1	0.349394843587
2L	AGAP006270	2167	1	2.07669764738
2L	AGAP007111	112	1	0.00288152447529
2L	AGAP006277	612	1	0.344294432735
2L	AGAP006748	32	3	8.50898197166
2L	AGAP006754	1668	2	1.16291632073
2L	AGAP004772	92	1	0.0473818123319
2L	AGAP004701	88	1	0.059523532758
2L	AGAP007263	80	1	0.0866163923965
2L	AGAP005467	527	2	0.0312649542895
2L	AGAP006656	9486	1	9.50669998036
2L	AGAP005170	1766	1	1.64713252434
2L	AGAP005832	209	1	0.187608989927
2L	AGAP004703	12	1	1.17717310536
X	AGAP001027	88	4	5.83203460047
X	AGAP000984	59	2	1.72816558407
X	AGAP001026	12	4	36.8860136288
X	AGAP001015	428	7	2.95296180585
X	AGAP001018	12	2	8.04985628309
X	AGAP000719	87	1	0.0626949705228
X	AGAP000958	170	10	21.3714345463
X	AGAP001012	15	1	0.963532261684
X	AGAP013021	168	5	4.63917376245
X	AGAP000965	15	1	0.963532261684
X	AGAP000834	133	4	3.64640127682
X	AGAP001023	100	20	144.943785775
X	AGAP001011	36	3	7.59715670426
X	AGAP000953	24	1	0.610672190908
X	AGAP000955	137	2	0.576571083768
X	AGAP001044	6	1	2.09781115158
X	AGAP000983	40	5	21.0077738769
X	AGAP000904	371	5	1.52431807336
X	AGAP000940	145	10	25.2906762857
X	AGAP000952	21	3	12.5640179556
X	AGAP000981	43	3	6.37930569427
X	AGAP000932	146	5	5.48277226778
X	AGAP000969	425	5	1.19775370806
X	AGAP000837	108	9	27.4315459284
X	AGAP001076	25	10	121.945975984
X	AGAP000971	83	1	0.0759760427125
X	AGAP001038	4	1	2.8600674123
X	AGAP000930	201	1	0.173869349167
X	AGAP001082	45	2	2.31277728134
X	AGAP000741	117	1	0.0137147294819
X	AGAP000934	12	2	8.04985628309
X	AGAP001034	7	2	12.4874655879
X	AGAP013526	21	2	4.88676367773
X	AGAP001037	11	2	8.6669458653
X	AGAP000769	162	2	0.430950775145
X	AGAP000968	31	1	0.462239767985
X	AGAP000929	193	2	0.299725649605
X	AGAP000995	14	1	1.02599831944
X	AGAP001004	41	2	2.54685331264
X	AGAP000949	10	2	9.38557481997
X	AGAP000962	447	10	6.70151755784
X	AGAP001092	1	2	37.0507259408
X	AGAP000979	22	1	0.667460549817
X	AGAP000010	13	3	18.9776377051
X	AGAP000973	151	2	0.48949642848
X	AGAP001030	16	3	15.943602337
X	AGAP013027	128	1	0.036875894486
X	AGAP000990	84	2	1.14326926376
X	AGAP001051	6	2	14.0330096325
X	AGAP001083	7	3	30.4699329669
X	AGAP000994	28	1	0.518153176332
X	AGAP000943	151	5	5.27019631228
X	AGAP001028	12	2	8.04985628309
X	AGAP001093	62	3	4.38295452932
X	AGAP000898	156	4	3.00104945114
X	AGAP000998	1029	10	1.60430008914
X	AGAP000939	48	1	0.261023206735
X	AGAP000996	57	4	9.19023858196
X	AGAP001042	5	2	16.0163979357
X	AGAP001025	23	1	0.638015763499
X	AGAP000970	68	1	0.1364083096
X	AGAP001009	27	1	0.53909804198
X	AGAP013495	132	3	1.83431990778
X	AGAP000840	34	2	3.07709246131
X	AGAP001039	18	3	14.3999645529
X	AGAP000807	441	1	0.134271008253
X	AGAP000900	346	1	0.0147383777039
X	AGAP000903	100	2	0.913619680646
X	AGAP001073	192	1	0.15817116006
X	AGAP000975	13	5	53.942333369
X	AGAP013136	17	2	5.92829285223
X	AGAP000835	56	1	0.202569417703
X	AGAP000882	46	2	2.2601555433
X	AGAP001090	30	3	9.04685874263
X	AGAP001045	8	2	11.2487157595
X	AGAP000847	1128	3	0.311544531741
X	AGAP001084	103	4	4.90104153196
X	AGAP001036	8	2	11.2487157595
X	AGAP000987	17	1	0.857770237982
X	AGAP013147	12	2	8.04985628309
X	AGAP000896	22	1	0.667460549817
X	AGAP000938	133	3	1.81664256858
X	AGAP000767	84	1	0.072562757551
X	AGAP000230	27	1	0.53909804198
X	AGAP001032	30	2	3.48083296098
X	AGAP013341	18	4	26.6792228057
X	AGAP000893	130	8	17.653763137
X	AGAP000839	11	1	1.27009415668
X	AGAP000966	24	1	0.610672190908
X	AGAP001033	13	3	18.9776377051
X	AGAP000862	43	1	0.306361347855
X	AGAP000945	65	3	4.1684130801
X	AGAP001053	75	7	23.3232260402
X	AGAP001061	272	10	12.5927905137
X	AGAP013317	2	2	27.8658379379
X	AGAP000831	9	1	1.50731852217
X	AGAP001052	374	4	0.784192914481
X	AGAP001069	49	1	0.252872982925
X	AGAP000982	54	3	5.06356719394
X	AGAP000941	111	2	0.791686800928
X	AGAP000931	18	1	0.812523771395
X	AGAP000774	284	1	0.0748906588217
X	AGAP000891	65	1	0.1510999805
X	AGAP000986	54	5	15.7765421675
X	AGAP000978	13	2	7.51407767956
X	AGAP000937	5	1	2.41798442043
X	AGAP012976	269	1	0.102436370581
X	AGAP013093	15	2	6.62929271278
X	AGAP000997	14	1	1.02599831944
X	AGAP000926	298	1	0.0516012835464
X	AGAP001070	132	5	6.16027390203
X	AGAP001050	19	4	25.4943654117
X	AGAP001022	99	2	0.925947367306
X	AGAP000991	22	2	4.67969897619
X	AGAP000861	84	1	0.072562757551
X	AGAP000797	246	1	0.150913024547
X	AGAP001043	153	10	23.9056218522
X	AGAP001041	1	3	76.2388959337
X	AGAP001091	39	6	31.4175416748
X	AGAP013126	1	1	6.70032093789
X	AGAP001029	24	4	20.8353844312
X	AGAP000801	1641	3	0.809461134672
X	AGAP000915	894	4	0.0918757837969
X	AGAP013101	26	1	0.561397384692
X	AGAP001064	31	1	0.462239767985
X	AGAP000809	36	1	0.38679036801
X	AGAP001031	6	1	2.09781115158
X	AGAP000974	270	11	15.6878430372
X	AGAP001048	183	2	0.337514058304
X	AGAP001068	30	3	9.04685874263
X	AGAP001094	30	2	3.48083296098
X	AGAP000884	98	1	0.0306399621724
X	AGAP001047	23	3	11.5738548256
X	AGAP000935	17	2	5.92829285223
X	AGAP001035	28	5	29.0075928251
