chrom	gene	segreg_c	pri_der_fix_c	score_c
3R	AGAP009560	878	1	1.53363240778
3R	AGAP008569	999	1	1.78112378326
3R	AGAP009705	14	6	38.0876683347
3R	AGAP008794	222	1	0.107406941943
3R	AGAP008770	91	1	0.123049732105
3R	AGAP008593	250	1	0.173433876504
3R	AGAP007917	130	2	0.147167227823
3R	AGAP007846	196	1	0.0455685113704
3R	AGAP009150	665	3	0.434962557491
3R	AGAP007948	124	1	0.178854707401
3R	AGAP028189	53	1	0.0236713865883
3R	AGAP007996	714	2	0.828296646744
3R	AGAP007791	394	1	0.503038243297
3R	AGAP009246	90	1	0.119581267379
3R	AGAP010090	1242	1	2.27129165473
3R	AGAP008712	657	1	1.07324205938
3R	AGAP008009	2320	1	4.38534155182
3R	AGAP009136	40	1	0.101209873536
3R	AGAP007749	17	3	7.92156552749
3R	AGAP007754	124	1	0.178854707401
3R	AGAP013769	52	1	0.0285489616995
3R	AGAP007961	202	6	2.34477577277
3R	AGAP008433	208	2	0.0766471088908
3R	AGAP008775	418	1	0.556523670112
3R	AGAP009007	1105	2	1.60641838276
3R	AGAP010282	30	1	0.194312593655
3R	AGAP009036	647	1	1.05208566923
3R	AGAP009188	46	1	0.0611909988738
3R	AGAP028019	67	1	0.035022421289
3R	AGAP013759	3051	1	5.79063480767
3R	AGAP009389	3760	11	3.51294707888
3R	AGAP009207	1248	5	0.92825206636
3R	AGAP009164	1244	2	1.88062978354
3R	AGAP010293	15	2	3.49409102595
3R	AGAP009050	342	2	0.0895596385733
3R	AGAP010277	8	1	0.913339101242
3R	AGAP008942	55	1	0.0143299785913
3R	AGAP007731	14	11	111.20858353
3R	AGAP010304	32	4	8.24184488536
3R	AGAP007790	217	5	1.26909365564
3R	AGAP008255	609	2	0.618025209354
3R	AGAP009348	157	1	0.0536900742063
3R	AGAP007905	280	1	0.243456880648
3R	AGAP008141	37	1	0.124939379216
3R	AGAP009257	341	1	0.383565094515
3R	AGAP008660	97	2	0.332851698291
3R	AGAP013730	623	2	0.646064945374
3R	AGAP009932	320	1	0.335663091489
3R	AGAP009945	34	5	12.5461194187
3R	AGAP009959	94	2	0.355697523241
3R	AGAP028141	131	1	0.147282490623
3R	AGAP008655	137	1	0.122668295667
3R	AGAP009239	218	1	0.0979240906677
3R	AGAP009672	978	1	1.73835841666
3R	AGAP008588	1051	5	0.59776507973
3R	AGAP009515	679	2	0.758226035726
3R	AGAP010289	7	1	1.02488097331
3R	AGAP009278	205	1	0.0670251693689
3R	AGAP009725	1315	2	2.0202345131
3R	AGAP008995	192	2	0.0385005408911
3R	AGAP009203	198	2	0.0528236291955
3R	AGAP010026	524	1	0.788859270209
3R	AGAP010131	103	1	0.163607006403
3R	AGAP008408	1330	2	2.04969060722
3R	AGAP008920	214	1	0.0884294092638
3R	AGAP009704	12	2	4.26987200885
3R	AGAP009453	4214	6	6.00038300203
3R	AGAP008554	251	1	0.17578012697
3R	AGAP007987	34	1	0.151899698139
3R	AGAP007774	210	1	0.0789232744209
3R	AGAP008198	557	1	0.860072813259
3R	AGAP007888	320	1	0.335663091489
3R	AGAP009202	36	1	0.133532328613
3R	AGAP008539	51	1	0.0335737111184
3R	AGAP008342	1047	1	1.87860523573
3R	AGAP028017	55	1	0.0143299785913
3R	AGAP009061	721	1	1.20790152614
3R	AGAP009517	101	1	0.156975175567
3R	AGAP009002	456	3	0.0703041365631
3R	AGAP010295	154	2	0.0597164916964
3R	AGAP008889	102	1	0.160297074025
3R	AGAP009774	404	1	0.525367861392
3R	AGAP007769	30	1	0.194312593655
3R	AGAP009726	1087	8	0.0918529113372
3R	AGAP008142	77	2	0.515835355408
3R	AGAP028214	1641	3	2.28251786793
3R	AGAP007882	18	1	0.404603473867
3R	AGAP009126	231	1	0.128698502929
3R	AGAP008836	82	1	0.0912737282164
3R	AGAP007767	23	2	2.31793043118
3R	AGAP009233	29	1	0.206346819098
3R	AGAP009727	92	1	0.126503623757
3R	AGAP007931	5	1	1.34868053735
3R	AGAP008954	78	1	0.0767128899371
3R	AGAP007743	52	9	28.2566039325
3R	AGAP008416	60	1	0.00700063355264
3R	AGAP009800	12	1	0.626418425186
3R	AGAP008058	581	1	0.911576765723
3R	AGAP009149	11	1	0.681943404852
3R	AGAP008863	2957	2	5.1914810714
3R	AGAP008266	118	1	0.208733400693
3R	AGAP007832	111	1	0.189678836844
3R	AGAP008512	456	1	0.640502335959
3R	AGAP009151	71	1	0.0504857256865
3R	AGAP007735	4	2	10.010281693
3R	AGAP009201	163	4	1.11488737161
3R	AGAP010276	37	1	0.124939379216
3R	AGAP010193	132	1	0.143032167337
3R	AGAP008304	1021	1	1.82584793808
3R	AGAP008626	169	1	0.0199006729261
3R	AGAP008985	75	1	0.0655948628605
3R	AGAP008778	793	1	1.35801722783
3R	AGAP009329	2440	2	4.2017933738
3R	AGAP009591	75	1	0.0655948628605
3R	AGAP008143	66	4	3.8436350077
3R	AGAP009447	218	3	0.19409696051
3R	AGAP009697	459	1	0.647097497464
3R	AGAP009153	43	1	0.0801119019174
3R	AGAP009757	1867	1	3.50533498131
3R	AGAP010303	27	3	5.13868299009
3R	AGAP007765	66	5	6.38095413174
3R	AGAP007861	26	1	0.246801004578
3R	AGAP009770	121	1	0.193443784445
3R	AGAP007768	13	1	0.577988081864
3R	AGAP028049	75	3	1.64676232679
3R	AGAP007865	187	1	0.0240668497826
3R	AGAP007953	82	1	0.0912737282164
3R	AGAP009390	28	1	0.219060591728
3R	AGAP008472	62	1	0.0151411670906
3R	AGAP009392	10	1	0.746394442582
3R	AGAP009268	220	1	0.10266701648
3R	AGAP008222	759	1	1.28729763231
3R	AGAP008980	1760	2	2.88914591176
3R	AGAP007877	315	2	0.0382121844987
3R	AGAP009736	246	1	0.164040553853
3R	AGAP008951	41	1	0.0939097691762
3R	AGAP028118	11	3	11.4701991818
3R	AGAP010294	35	2	1.48547142139
3R	AGAP007771	150	3	0.545457095374
3R	AGAP009264	196	1	0.0455685113704
3R	AGAP007873	161	3	0.46835951332
3R	AGAP010292	50	1	0.038753209354
3R	AGAP008106	23	1	0.295505442852
3R	AGAP008574	697	1	1.15754884562
3R	AGAP010307	45	1	0.0672795361135
3R	AGAP007928	205	1	0.0670251693689
3R	AGAP008180	119	2	0.198335315669
3R	AGAP028427	1414	1	2.61404641217
3R	AGAP009003	412	1	0.543186026268
3R	AGAP009156	283	1	0.250417741524
3R	AGAP009457	261	2	0.0712650430792
3R	AGAP008869	394	1	0.503038243297
3R	AGAP010297	24	2	2.2204309808
3R	AGAP009245	224	1	0.112143828192
3R	AGAP010290	94	4	2.50186950575
3R	AGAP007734	13	1	0.577988081864
3R	AGAP010308	11	2	4.60602689455
3R	AGAP008167	73	1	0.0580825520999
3R	AGAP008760	66	4	3.8436350077
3R	AGAP010305	2	3	32.5463496869
3R	AGAP007823	135	2	0.126515392248
3R	AGAP008582	55	3	2.41036814667
3R	AGAP009152	99	1	0.150294648132
3R	AGAP010286	125	2	0.169375154478
3R	AGAP008028	238	1	0.145214254565
3R	AGAP008993	353	3	0.112140631813
3R	AGAP009964	185	1	0.0192835315858
3R	AGAP009181	102	2	0.297551009182
3R	AGAP009805	375	2	0.153298139735
3R	AGAP009331	176	2	0.000222572948072
3R	AGAP009137	100	1	0.153641104317
3R	AGAP007745	7	2	6.67942789713
3R	AGAP010298	8	1	0.913339101242
3R	AGAP007766	18	5	22.0149529004
3R	AGAP008137	345	2	0.0953141678549
3R	AGAP007772	102	2	0.297551009182
2R	AGAP002017	45	1	0.0672795361135
2R	AGAP001978	418	1	0.556523670112
2R	AGAP004228	1762	11	0.430270295644
2R	AGAP001792	48	3	2.81587418175
2R	AGAP002506	205	1	0.0670251693689
2R	AGAP002564	390	1	0.494088330865
2R	AGAP013383	66	1	0.0310972459492
2R	AGAP004339	176	1	0.00227117190929
2R	AGAP001577	1078	1	1.94137465737
2R	AGAP001797	829	4	0.46925180192
2R	AGAP004361	122	3	0.803276946773
2R	AGAP001687	79	6	7.84811882929
2R	AGAP004528	10	1	0.746394442582
2R	AGAP002738	176	1	0.00227117190929
2R	AGAP002972	865	4	0.530605419873
2R	AGAP003283	408	1	0.534281937967
2R	AGAP001793	40	1	0.101209873536
2R	AGAP002719	388	5	0.289931079932
2R	AGAP003712	379	1	0.469421622258
2R	AGAP002740	21	1	0.334075490447
2R	AGAP002983	146	3	0.576343082793
2R	AGAP001768	90	5	4.47585357939
2R	AGAP002709	63	3	2.05047416569
2R	AGAP003449	244	2	0.115601951127
2R	AGAP013538	105	2	0.277872211819
2R	AGAP004239	78	1	0.0767128899371
2R	AGAP003967	393	7	1.05831300929
2R	AGAP003979	80	4	3.0616148298
2R	AGAP001899	142	1	0.103675974369
2R	AGAP003182	127	1	0.16491933438
2R	AGAP002859	1145	11	0.0921975160473
2R	AGAP003106	69	1	0.0428004274844
2R	AGAP001820	93	7	9.2006057124
2R	AGAP002529	215	4	0.653915108792
2R	AGAP002090	197	6	2.43700885992
2R	AGAP001877	309	6	1.09778210099
2R	AGAP002116	1304	5	1.02463998228
2R	AGAP001716	98	2	0.325524594976
2R	AGAP001726	331	1	0.360796587296
2R	AGAP004063	9	2	5.45750795634
2R	AGAP004274	14	3	9.38566996931
2R	AGAP002822	92	3	1.24676882319
2R	AGAP002838	21	1	0.334075490447
2R	AGAP001748	561	3	0.249024083986
2R	AGAP002828	153	2	0.0628361754137
2R	AGAP002004	79	3	1.53799643656
2R	AGAP003332	17	1	0.432532137201
2R	AGAP002951	87	1	0.109085609454
2R	AGAP001633	663	2	0.726183303781
2R	AGAP003465	34	2	1.53441457161
2R	AGAP002875	52	2	0.920675492528
2R	AGAP002515	29	1	0.206346819098
2R	AGAP003933	35	2	1.48547142139
2R	AGAP004640	64	2	0.690197092543
2R	AGAP002591	1796	11	0.471807650496
2R	AGAP004297	34	1	0.151899698139
2R	AGAP002605	99	1	0.150294648132
2R	AGAP002337	27	2	1.9669441481
2R	AGAP002226	719	16	3.74723703427
2R	AGAP002557	496	2	0.392121105383
2R	AGAP003372	98	1	0.146935589245
2R	AGAP003681	295	2	0.000793323494005
2R	AGAP001697	22	1	0.314082595659
2R	AGAP002633	100	4	2.30794491276
2R	AGAP013074	99	2	0.318334758891
2R	AGAP004654	4	1	1.59962180851
2R	AGAP003400	421	8	1.39269958706
2R	AGAP002535	27	1	0.232520143266
2R	AGAP004280	1405	21	1.84506824002
2R	AGAP003481	14	1	0.535297834383
2R	AGAP002178	3277	3	5.39582611112
2R	AGAP002003	40	3	3.43746674877
2R	AGAP004154	1833	1	3.43889487632
2R	AGAP002117	33	2	1.58602911478
2R	AGAP004405	1859	2	3.08123596405
2R	AGAP003849	546	2	0.491937556221
2R	AGAP001617	104	1	0.166905174159
2R	AGAP004106	2068	17	0.00632706412638
2R	AGAP001957	380	4	0.0537306443843
2R	AGAP002782	531	1	0.80400513173
2R	AGAP002955	907	3	0.884106487729
2R	AGAP002212	964	5	0.45751146222
2R	AGAP002325	825	2	1.05016828125
2R	AGAP002858	1241	16	0.882330588467
2R	AGAP001558	418	2	0.237483382277
2R	AGAP002186	1976	21	0.430561002151
2R	AGAP003388	104	2	0.284314564327
2R	AGAP002364	99	1	0.150294648132
2R	AGAP002909	81	1	0.0876605382351
2R	AGAP002692	183	1	0.0144985966029
2R	AGAP002126	25	2	2.12990775167
2R	AGAP002401	41	1	0.0939097691762
2R	AGAP002308	13	1	0.577988081864
2R	AGAP001749	16	2	3.29168105075
2R	AGAP002735	195	4	0.801638081087
2R	AGAP002811	43	3	3.17949921231
2R	AGAP003484	212	2	0.0861578731291
2R	AGAP003546	1200	1	2.18711949729
2R	AGAP001497	337	1	0.374466729684
2R	AGAP002132	71	6	8.81879840407
2R	AGAP001823	12	1	0.626418425186
2R	AGAP002119	698	17	4.72030076212
2R	AGAP003308	253	2	0.0913277373457
2R	AGAP003651	498	1	0.732404797488
2R	AGAP003415	29	3	4.78850720794
2R	AGAP001967	114	1	0.199280694981
2R	AGAP002896	412	1	0.543186026268
2R	AGAP004451	34	1	0.151899698139
2R	AGAP002783	208	1	0.0741660456267
2R	AGAP003496	59	3	2.21903674451
2R	AGAP002390	44	1	0.0735822008692
2R	AGAP002233	353	2	0.110701593964
2R	AGAP003240	54	1	0.0189339234649
2R	AGAP001998	36	2	1.43899289776
2R	AGAP002645	286	9	3.88419421133
2R	AGAP002677	2601	17	0.482022521381
2R	AGAP002923	31	2	1.69822333902
2R	AGAP001683	3382	103	40.2598051236
2R	AGAP004036	125	2	0.169375154478
2R	AGAP001678	752	9	0.388121198006
2R	AGAP002291	527	2	0.453968795434
2R	AGAP003445	63	6	10.0142508804
2R	AGAP004443	554	2	0.507935006237
2R	AGAP002451	112	3	0.925667726553
2R	AGAP002379	557	1	0.860072813259
2R	AGAP002198	47	1	0.0553046874696
2R	AGAP013508	111	2	0.241492997811
2R	AGAP002449	169	4	1.04705474007
2R	AGAP001614	74	1	0.0618490349608
2R	AGAP003992	75	4	3.30930859699
2R	AGAP003872	305	2	0.0194282296208
2R	AGAP003939	125	2	0.169375154478
2R	AGAP001929	110	2	0.247299209409
2R	AGAP002586	77	3	1.59104476293
2R	AGAP002647	233	3	0.144778667996
2R	AGAP003092	271	1	0.222529224519
2R	AGAP002523	163	2	0.0333007936602
2R	AGAP001179	1192	2	1.77819031212
2R	AGAP002628	567	11	1.9762989075
2R	AGAP003658	582	1	0.913717762062
2R	AGAP002437	27	3	5.13868299009
2R	AGAP001769	46	2	1.07648264023
2R	AGAP003018	339	1	0.379017408952
2R	AGAP002722	55	2	0.854469285333
2R	AGAP004061	50	2	0.968821495658
2R	AGAP002079	303	1	0.296633728111
2R	AGAP002603	110	1	0.186457786542
2R	AGAP003059	2448	1	4.63253058371
2R	AGAP012965	337	3	0.0820339410439
2R	AGAP001573	31	2	1.69822333902
2R	AGAP002794	101	2	0.304351607389
2R	AGAP002680	73	5	5.70450000407
2R	AGAP003226	294	4	0.274314738639
2R	AGAP013144	168	3	0.424530282231
2R	AGAP001816	6	3	18.000012761
2R	AGAP003290	198	1	0.0503408427037
2R	AGAP001168	111	1	0.189678836844
2R	AGAP002372	151	1	0.0725357879411
2R	AGAP002879	239	4	0.510344946348
2R	AGAP001965	78	1	0.0767128899371
2R	AGAP002710	59	4	4.36384911727
2R	AGAP002915	1739	29	3.37396868901
2R	AGAP002165	143	2	0.0963272231581
2R	AGAP003568	425	3	0.0202109516258
2R	AGAP003619	94	4	2.50186950575
2R	AGAP004246	237	3	0.132736307058
2R	AGAP001520	381	2	0.16497842917
2R	AGAP002210	36	2	1.43899289776
2R	AGAP001198	14	2	3.72111537875
2R	AGAP001330	1926	2	3.21102189725
2R	AGAP004000	392	2	0.186453410182
2R	AGAP013479	36	1	0.133532328613
2R	AGAP002974	271	9	4.21506205587
2R	AGAP002431	400	1	0.516443685973
2R	AGAP003080	331	2	0.0685391726198
2R	AGAP003355	349	2	0.10300042901
2R	AGAP002247	29	1	0.206346819098
2R	AGAP003519	231	14	14.8295018502
2R	AGAP002261	212	1	0.0836777477504
2R	AGAP001397	59	1	0.00288724831479
2R	AGAP013207	90	1	0.119581267379
2R	AGAP002012	115	1	0.202461408595
2R	AGAP003181	351	1	0.406259120768
2R	AGAP004176	162	1	0.0390192004351
2R	AGAP004215	174	2	0.00461690529565
2R	AGAP001806	225	4	0.590205237503
2R	AGAP003614	22	1	0.314082595659
2R	AGAP002163	43	1	0.0801119019174
2R	AGAP001766	18	1	0.404603473867
2R	AGAP002836	177	4	0.96378458173
2R	AGAP012980	314	2	0.0363275290083
2R	AGAP003139	78	1	0.0767128899371
2R	AGAP002977	40	1	0.101209873536
2R	AGAP001826	602	13	2.89486709251
2R	AGAP003475	199	1	0.0527261428367
2R	AGAP002790	1670	8	0.879186293013
2R	AGAP001608	1046	5	0.589592761462
2R	AGAP002942	2482	8	2.20537891713
2R	AGAP001810	44	1	0.0735822008692
2R	AGAP001901	112	2	0.235783568421
2R	AGAP002268	259	1	0.194520035595
2R	AGAP001315	2663	1	5.0465633303
2R	AGAP002609	29	1	0.206346819098
2R	AGAP001783	223	3	0.176883569486
2R	AGAP003994	33	1	0.161736476934
2R	AGAP004657	8	1	0.913339101242
2R	AGAP001757	195	1	0.0431815027774
2R	AGAP002018	217	1	0.0955515156257
2R	AGAP002741	1800	10	0.654113825414
2R	AGAP002253	339	1	0.379017408952
2R	AGAP001866	1261	3	1.55637243908
2R	AGAP004396	147	2	0.0824080467778
2R	AGAP002128	39	1	0.108801201826
2R	AGAP002091	111	2	0.241492997811
2R	AGAP002093	292	1	0.271255559943
2R	AGAP002670	86	1	0.105555985557
2R	AGAP013121	115	23	86.6914507319
2R	AGAP001293	84	2	0.442667103114
2R	AGAP002900	226	1	0.116877639329
2R	AGAP003887	192	1	0.0360172488666
2R	AGAP003906	86	5	4.72370577727
2R	AGAP001421	63	2	0.70632344298
2R	AGAP002154	190	2	0.0337218717244
2R	AGAP004003	24	2	2.2204309808
2R	AGAP002419	60	1	0.00700063355264
2R	AGAP001587	96	2	0.340320078712
2R	AGAP004035	173	1	0.00965522909752
2R	AGAP003070	1917	18	0.114285538726
2R	AGAP001780	186	3	0.327031517822
2R	AGAP001515	253	1	0.180470124496
2R	AGAP001817	10	1	0.746394442582
2R	AGAP002371	183	2	0.0169816841387
2R	AGAP002575	269	2	0.0524983155857
2R	AGAP002434	454	3	0.0670276004842
2R	AGAP001532	450	2	0.300700307432
2R	AGAP001172	40	1	0.101209873536
2R	AGAP001908	43	1	0.0801119019174
2R	AGAP004524	106	4	2.13513841397
2R	AGAP003827	652	1	1.06266798953
2R	AGAP002952	220	1	0.10266701648
2R	AGAP013069	77	2	0.515835355408
2R	AGAP013198	276	1	0.234164062646
2R	AGAP013481	324	1	0.34481336513
2R	AGAP002331	49	2	0.994234337573
2R	AGAP002252	197	1	0.0479549618416
2R	AGAP002195	31	1	0.182899573379
2R	AGAP001650	62	2	0.722925034705
2R	AGAP001704	35	1	0.142509253226
2R	AGAP004098	70	1	0.0466543934659
2R	AGAP004209	312	4	0.21661456151
2R	AGAP003187	256	1	0.187498850085
2R	AGAP003217	14	2	3.72111537875
2R	AGAP001775	60	3	2.17492880503
2R	AGAP002269	36	1	0.133532328613
2R	AGAP003489	374	1	0.458182602749
2R	AGAP004393	2	1	2.56483437372
2R	AGAP002238	304	1	0.29893596218
2R	AGAP004025	49	1	0.044095591751
2R	AGAP001696	655	15	3.72522987061
2R	AGAP001674	549	18	8.26070423888
2R	AGAP001423	53	1	0.0236713865883
2R	AGAP002142	76	1	0.0693204904026
2R	AGAP001870	181	1	0.00971218138433
2R	AGAP002281	187	2	0.0265501873427
2R	AGAP002927	386	5	0.295946687546
2R	AGAP004028	842	4	0.491328235039
2R	AGAP004251	684	1	1.13020350464
2R	AGAP002481	82	1	0.0912737282164
2R	AGAP004068	149	4	1.29433188753
2R	AGAP004395	91	1	0.123049732105
2R	AGAP003260	53	1	0.0236713865883
2R	AGAP004317	84	3	1.41586363872
2R	AGAP013032	46	1	0.0611909988738
2R	AGAP002688	344	2	0.0933950060614
2R	AGAP002181	134	1	0.134712807327
2R	AGAP013304	25	1	0.261989732139
2R	AGAP004333	107	7	7.84480607736
2R	AGAP002342	230	6	1.90295915481
2R	AGAP004600	67	1	0.035022421289
2R	AGAP003244	385	5	0.298981908195
2R	AGAP003572	260	2	0.0736996121548
2R	AGAP002996	494	1	0.723690814394
2R	AGAP013226	117	1	0.208793884411
2R	AGAP003537	220	4	0.621307504379
2R	AGAP003558	22	1	0.314082595659
2R	AGAP001675	35	2	1.48547142139
2R	AGAP001743	338	3	0.0839475177985
2R	AGAP002228	55	1	0.0143299785913
2R	AGAP001970	46	1	0.0611909988738
2R	AGAP003842	82	1	0.0912737282164
2R	AGAP002192	146	1	0.0893804143874
2R	AGAP003222	85	3	1.39307413935
2R	AGAP001304	45	1	0.0672795361135
2R	AGAP003944	212	5	1.32318240617
2R	AGAP001776	10	1	0.746394442582
2R	AGAP001169	55	1	0.0143299785913
2R	AGAP003914	3082	13	1.87151936606
2R	AGAP001925	626	2	0.652073796562
2R	AGAP001113	128	2	0.155854145016
2R	AGAP002095	644	4	0.167901219259
2R	AGAP001418	77	1	0.0730263574902
2R	AGAP003940	89	2	0.396927313632
2R	AGAP002123	426	2	0.253250201743
2R	AGAP001446	1693	3	2.38190882929
2R	AGAP012957	56	1	0.00985338764291
2R	AGAP002026	9	1	0.822313331908
2R	AGAP003672	506	1	0.749809450663
2R	AGAP004303	73	3	1.7053564489
2R	AGAP002129	18	1	0.404603473867
2R	AGAP002250	1666	2	2.70638381319
2R	AGAP003071	236	3	0.135706344498
2R	AGAP001673	74	4	3.36263192362
2R	AGAP002351	139	1	0.114914574755
2R	AGAP004046	2396	2	4.1172793108
2R	AGAP003185	50	1	0.038753209354
2R	AGAP002161	241	1	0.152280276219
2R	AGAP004144	273	1	0.227185672448
2R	AGAP004291	52	4	5.01289842822
2R	AGAP004201	703	1	1.17015272488
