chrom	gene	segreg_g	pri_der_fix_g	score_g
3L	AGAP011951	1	2	12.1207070614
3L	AGAP011812	77	1	0.159380039308
3L	AGAP012023	50	6	7.09400747175
3L	AGAP027998	75	1	0.174567904103
3L	AGAP011650	45	1	0.0668394656572
3L	AGAP011452	56	4	2.46295129452
3L	AGAP012396	37	2	0.714539568921
3L	AGAP011910	33	1	0.0126474429856
3L	AGAP012330	21	3	3.77336755614
3L	AGAP011284	48	1	0.0852149466317
3L	AGAP011544	18	2	1.69604243505
3L	AGAP011916	665	1	2.00185230426
3L	AGAP011279	161	2	0.0542508163413
3L	AGAP011652	169	2	0.0254479229851
3L	AGAP011229	82	1	0.124487254447
3L	AGAP012163	95	2	0.0452546219763
3L	AGAP011314	73	1	0.190539971943
3L	AGAP010750	508	1	1.46807977252
3L	AGAP011943	15	4	9.57589337287
3L	AGAP011417	306	2	0.419082188112
3L	AGAP011694	18	1	0.189073878235
3L	AGAP012311	56	1	0.132145345603
3L	AGAP011168	12	1	0.344644565963
3L	AGAP012026	1241	6	2.0752258592
3L	AGAP012354	376	11	1.55722018443
3L	AGAP011477	31	1	0.0283139018815
3L	AGAP011271	123	1	0.0663391666352
3L	AGAP011547	70	1	0.208651841612
3L	AGAP011379	3567	5	9.60723276219
3L	AGAP010837	162	1	0.219305763565
3R	AGAP007847	221	1	0.444370672048
3R	AGAP007736	206	76	283.840198866
3R	AGAP008548	15	5	15.0260430399
3R	AGAP007959	17	1	0.20891972172
3R	AGAP008614	132	1	0.101922524714
3R	AGAP027996	1248	4	2.75512647241
3R	AGAP009029	141	2	0.141372355275
3R	AGAP028220	25	1	0.0863577240948
3R	AGAP007779	28	1	0.0549514600093
3R	AGAP008328	53	1	0.11486894501
3R	AGAP009115	906	2	2.40114275604
3R	AGAP009281	70	1	0.208651841612
3R	AGAP010179	58	1	0.143469612823
3R	AGAP010308	10	7	37.5061891596
3R	AGAP007791	225	2	0.152686596505
3R	AGAP007761	101	53	258.480657255
3R	AGAP009133	20	4	7.41971030756
3R	AGAP008379	205	2	0.0884257444286
3R	AGAP009945	25	7	19.0739351024
3R	AGAP008245	1519	1	4.79436720998
3R	AGAP007886	331	1	0.847472899823
3R	AGAP007821	441	1	1.23613302781
3R	AGAP008179	29	1	0.0456050675891
3R	AGAP009117	259	5	0.172840599016
3R	AGAP007863	112	3	0.319932842158
3R	AGAP008494	43	4	3.38244395781
3R	AGAP008184	51	1	0.103143403047
3R	AGAP008563	562	1	1.65302276604
3R	AGAP008796	20	1	0.154098478546
3R	AGAP007776	1479	11	1.40057835817
3R	AGAP009062	183	1	0.300270468933
3R	AGAP009091	94	1	0.0552576069079
3R	AGAP007763	7	1	0.615271795365
3R	AGAP008718	69	1	0.203380478145
3R	AGAP009944	34	1	0.00534658501804
3R	AGAP007789	120	1	0.0544460399219
3R	AGAP007881	34	1	0.00534658501804
3R	AGAP009366	3	1	1.2319129154
3R	AGAP008348	1060	1	3.30887790426
3R	AGAP008182	15	1	0.254654740044
3R	AGAP007930	22	1	0.12415703524
3R	AGAP009189	139	2	0.133518468103
3R	AGAP008178	36	1	0.00847945356271
3R	AGAP007744	86	2	0.0933258610242
3R	AGAP008185	72	1	0.198839170816
3R	AGAP007750	1	2	12.1207070614
3R	AGAP028192	210	1	0.402959562125
3R	AGAP009965	255	2	0.250517714762
3R	AGAP008157	28	2	1.03172753229
3R	AGAP007747	1	1	2.34931496131
3R	AGAP007751	15	29	278.592992189
3R	AGAP008317	1095	2	3.01447659391
3R	AGAP007732	26	34	280.026425247
3R	AGAP008015	33	1	0.0126474429856
3R	AGAP008963	38	1	0.0219244878534
3R	AGAP010302	23	1	0.110715596313
3R	AGAP008471	519	4	0.529691933712
3R	AGAP008127	58	1	0.143469612823
3R	AGAP010162	134	2	0.113846357092
3R	AGAP008731	52	1	0.109027863463
3R	AGAP009143	345	1	0.897602596234
3R	AGAP008516	152	1	0.180400547005
3R	AGAP008224	162	3	0.0466477292093
3R	AGAP007985	798	7	0.584673968736
3R	AGAP013759	1623	4	3.92906604547
3R	AGAP007873	80	2	0.131038392654
3R	AGAP008075	58	1	0.143469612823
3R	AGAP008794	79	1	0.144920474808
3R	AGAP008770	86	1	0.0993572527974
3R	AGAP007987	32	1	0.0202938266928
3R	AGAP009389	1565	37	2.55568776217
3R	AGAP007917	65	3	0.959992209008
3R	AGAP008980	1254	1	3.9397671414
3R	AGAP008100	2178	2	6.47328727765
3R	AGAP007849	1058	1	3.30234482254
3R	AGAP008582	26	1	0.0752727230752
3R	AGAP009395	1	1	2.34931496131
3R	AGAP009039	433	1	1.20822605852
3R	AGAP008181	33	1	0.0126474429856
3R	AGAP009245	158	3	0.0618350445413
3R	AGAP009005	282	1	0.670123187078
3R	AGAP009170	710	1	2.15291501531
3R	AGAP008712	351	1	0.919020105944
3R	AGAP009547	43	1	0.0543162285494
3R	AGAP010283	26	4	5.77498744973
3R	AGAP007745	1	1	2.34931496131
3R	AGAP007877	130	3	0.19634641472
3R	AGAP007754	19	8	30.7235895705
3R	AGAP009050	102	7	4.30348003265
3R	AGAP007961	53	5	4.42892417662
3R	AGAP008433	105	1	0.00526186496425
3R	AGAP009202	17	1	0.20891972172
3R	AGAP008194	88	1	0.0876114150383
3R	AGAP009273	59	1	0.149077169509
3R	AGAP007992	44	1	0.0606064851054
3R	AGAP008533	328	1	0.836701563899
3R	AGAP008088	1	2	12.1207070614
3R	AGAP007780	76	2	0.15927516087
3R	AGAP009112	1571	24	0.0977343815693
3R	AGAP008593	75	2	0.166773457276
3R	AGAP009207	1007	6	1.39281684052
3R	AGAP009164	671	1	2.02203655094
3R	AGAP010293	14	1	0.28127493067
3R	AGAP013769	13	2	2.34164068756
3R	AGAP010033	24	1	0.098146029339
3R	AGAP008506	6	1	0.708822376356
3R	AGAP028000	44	1	0.0606064851054
3R	AGAP009959	158	1	0.203770940775
3R	AGAP008255	406	2	0.752383962313
3R	AGAP008098	264	2	0.280105121186
3R	AGAP009348	66	5	3.40385400201
3R	AGAP009394	1	2	12.1207070614
3R	AGAP007905	130	3	0.19634641472
3R	AGAP008141	5	2	5.19435382167
3R	AGAP007822	10	1	0.427123415581
3R	AGAP007999	43	1	0.0543162285494
3R	AGAP009518	52	1	0.109027863463
3R	AGAP013772	60	1	0.154649746702
3R	AGAP008660	64	1	0.176609585483
3R	AGAP013730	237	3	0.0285203818798
3R	AGAP009338	24	1	0.098146029339
3R	AGAP009243	91	1	0.0709216178861
3R	AGAP007918	62	1	0.165693909312
3R	AGAP009932	249	2	0.230845333703
3R	AGAP008584	52	2	0.411230917817
3R	AGAP007790	90	6	3.51800901405
3R	AGAP008085	26	2	1.12826916255
3R	AGAP009116	12	1	0.344644565963
3R	AGAP008588	535	6	0.15653665851
3R	AGAP009191	18	1	0.189073878235
3R	AGAP007766	19	2	1.60254286354
3R	AGAP008416	46	1	0.0730172437652
3R	AGAP013774	113	1	0.0266430030219
3R	AGAP008423	282	1	0.670123187078
3R	AGAP009278	116	1	0.0385668110774
3R	AGAP009725	1545	1	4.8778603178
3R	AGAP009533	57	2	0.342767408645
3R	AGAP009203	170	3	0.0186062044997
3R	AGAP010131	116	1	0.0385668110774
3R	AGAP008408	793	2	2.03216580104
3R	AGAP008920	108	1	0.00674789981364
3R	AGAP009704	27	5	8.97197620119
3R	AGAP009453	2298	4	6.0443045785
3R	AGAP008105	63	3	1.00743214455
3R	AGAP008247	87	1	0.0934197428329
3R	AGAP009174	123	1	0.0663391666352
3R	AGAP007774	96	2	0.0404452848931
3R	AGAP008198	220	1	0.440615705762
3R	AGAP008801	1235	3	3.07842397791
3R	AGAP009007	582	1	1.72113112723
3R	AGAP008952	21	3	3.77336755614
3R	AGAP008939	75	2	0.166773457276
3R	AGAP008613	743	1	2.26325348861
3R	AGAP028017	13	4	10.79046973
3R	AGAP009002	117	5	1.50501896248
3R	AGAP009517	47	1	0.079141783459
3R	AGAP010142	228	1	0.470602597523
3R	AGAP010295	91	7	4.98724033354
3R	AGAP008889	79	1	0.144920474808
3R	AGAP007925	87	1	0.0934197428329
3R	AGAP013770	6	1	0.708822376356
3R	AGAP008990	52	1	0.109027863463
3R	AGAP009242	302	2	0.405798801039
3R	AGAP008142	2	2	9.10726776551
3R	AGAP028214	860	3	1.88413235748
3R	AGAP008169	13	1	0.311048995235
3R	AGAP008027	55	4	2.51935578055
3R	AGAP009126	146	2	0.11758343531
3R	AGAP007733	1	1	2.34931496131
3R	AGAP008836	23	2	1.30048117655
3R	AGAP009200	93	4	1.19491367798
3R	AGAP007767	23	2	1.30048117655
3R	AGAP009270	121	3	0.253450370311
3R	AGAP008363	18	1	0.189073878235
3R	AGAP009160	3114	1	9.85205385084
3R	AGAP007743	26	8	23.9428945378
3R	AGAP010286	84	8	7.45438660248
3R	AGAP007762	19	12	63.4275003658
3R	AGAP008691	190	1	0.327041541936
3R	AGAP008569	392	2	0.70567353993
3R	AGAP009705	23	1	0.110715596313
3R	AGAP008863	1281	7	1.89538756239
3R	AGAP008025	762	1	2.3266254373
3R	AGAP008144	78	13	22.8742518589
3R	AGAP008795	24	1	0.098146029339
3R	AGAP009151	31	6	11.5088766087
3R	AGAP007735	4	2	6.06983893696
3R	AGAP008742	1225	3	3.04661470791
3R	AGAP007882	13	1	0.311048995235
3R	AGAP008190	42	1	0.0479665048543
3R	AGAP007752	14	1	0.28127493067
3R	AGAP009150	330	2	0.498915092371
3R	AGAP010193	94	1	0.0552576069079
3R	AGAP008482	364	1	0.965293696539
3R	AGAP008304	535	1	1.56075224095
3R	AGAP007996	213	10	3.55912278105
3R	AGAP007962	18	1	0.189073878235
3R	AGAP008985	58	1	0.143469612823
3R	AGAP008778	449	2	0.895770277861
3R	AGAP007995	28	1	0.0549514600093
3R	AGAP009329	1445	2	4.14063311116
3R	AGAP007915	27	1	0.0648235473282
3R	AGAP008143	7	6	35.4357755505
3R	AGAP028093	42	1	0.0479665048543
3R	AGAP009447	149	1	0.168684823737
3R	AGAP008241	196	1	0.349904393357
3R	AGAP008620	54	2	0.382459753049
3R	AGAP009153	12	4	11.5107826635
3R	AGAP008995	90	6	3.51800901405
3R	AGAP010289	3	2	7.28886811787
3R	AGAP008090	102	1	0.0178549314482
3R	AGAP010305	3	1	1.2319129154
3R	AGAP007765	36	6	9.96038207741
3R	AGAP009285	294	1	0.713849317237
3R	AGAP009726	1450	2	4.15664822948
3R	AGAP009770	110	1	0.0147088025421
3R	AGAP007887	82	2	0.117890433564
3R	AGAP028049	31	1	0.0283139018815
3R	AGAP007865	103	3	0.398120705405
3R	AGAP008427	29	1	0.0456050675891
3R	AGAP007953	60	1	0.154649746702
3R	AGAP009390	7	3	9.6817214835
3R	AGAP028135	76	6	4.370078672
3R	AGAP007772	18	2	1.69604243505
3R	AGAP013734	8	1	0.540393067487
3R	AGAP008222	316	1	0.793508589779
3R	AGAP008800	41	1	0.0415549965526
3R	AGAP007731	8	11	88.0699736085
3R	AGAP028141	24	6	14.5413989956
3R	AGAP007998	25	3	3.16033224801
3R	AGAP009008	45	2	0.530019424175
3R	AGAP028118	6	2	4.53423365573
3R	AGAP010294	20	3	3.95932678907
3R	AGAP009130	23	1	0.110715596313
3R	AGAP007771	60	9	13.9348910446
3R	AGAP007970	98	1	0.0358151749077
3R	AGAP008675	15	1	0.254654740044
3R	AGAP008701	1	2	12.1207070614
3R	AGAP010292	33	2	0.836436621211
3R	AGAP009697	458	1	1.2952765062
3R	AGAP008859	1720	2	5.01904453955
3R	AGAP008750	350	1	0.915453224622
3R	AGAP010307	35	5	6.94732367679
3R	AGAP007928	69	3	0.872947165516
3R	AGAP009256	107	3	0.361745974718
3R	AGAP009196	22	1	0.12415703524
3R	AGAP028427	686	15	0.882261832785
3R	AGAP009156	106	5	1.76426352934
3R	AGAP008604	24	1	0.098146029339
3R	AGAP010297	20	1	0.154098478546
3R	AGAP009970	130	1	0.0940283711284
3R	AGAP010090	1084	5	1.91610677888
3R	AGAP009124	189	2	0.0378211368941
3R	AGAP008202	253	1	0.563568603664
3R	AGAP010290	19	5	12.3384973719
3R	AGAP009672	737	1	2.24321808213
3R	AGAP008849	38	1	0.0219244878534
3R	AGAP007737	1	3	24.6315149513
3R	AGAP009953	327	1	0.833108764552
3R	AGAP008965	74	1	0.182452193448
3R	AGAP008760	44	1	0.0606064851054
3R	AGAP007823	74	2	0.174460524503
3R	AGAP009154	59	1	0.149077169509
3R	AGAP009152	26	4	5.77498744973
3R	AGAP009210	1485	2	4.26870463455
3R	AGAP008028	148	2	0.108339423106
3R	AGAP008993	121	18	28.4897404743
3R	AGAP008342	530	5	0.331201363093
3R	AGAP008017	279	2	0.32959370885
3R	AGAP009201	105	5	1.79048806677
3R	AGAP009964	209	1	0.399183120611
3R	AGAP010190	40	1	0.0350792503027
3R	AGAP009181	59	1	0.149077169509
3R	AGAP009805	464	1	1.31610096738
3R	AGAP008596	243	1	0.526512729035
3R	AGAP013773	8	1	0.540393067487
3R	AGAP007974	110	1	0.0147088025421
3R	AGAP009683	992	2	2.68076759591
3R	AGAP009515	333	2	0.508906833014
3R	AGAP008137	162	1	0.219305763565
3R	AGAP028204	43	1	0.0543162285494
3R	AGAP009596	571	1	1.68369591924
2R	AGAP003751	820	1	2.5194281398
2R	AGAP001446	1131	5	2.05818852379
2R	AGAP001792	23	1	0.110715596313
2R	AGAP001753	33	1	0.0126474429856
2R	AGAP002506	130	1	0.0940283711284
2R	AGAP002564	297	1	0.724749591493
2R	AGAP013383	36	1	0.00847945356271
2R	AGAP001577	910	1	2.8168923574
2R	AGAP001797	644	3	1.19752706236
2R	AGAP001130	77	1	0.159380039308
2R	AGAP004361	207	2	0.0948067980949
2R	AGAP001531	30	1	0.0367391840644
2R	AGAP002738	103	1	0.0135775009426
2R	AGAP001463	47	1	0.079141783459
2R	AGAP002972	537	3	0.860295385618
2R	AGAP003283	280	1	0.662815546978
2R	AGAP001793	20	1	0.154098478546
2R	AGAP013200	40	1	0.0350792503027
2R	AGAP002719	307	2	0.422404190135
2R	AGAP001677	28	11	41.1809132526
2R	AGAP002340	33	1	0.0126474429856
2R	AGAP001730	281	1	0.666470093597
2R	AGAP001768	23	6	15.0937675947
2R	AGAP004600	68	1	0.1980824567
2R	AGAP002709	50	3	1.40173935705
2R	AGAP001537	64	2	0.263495195694
2R	AGAP002595	17	1	0.20891972172
2R	AGAP003059	1794	3	4.85140788585
2R	AGAP003979	138	1	0.125556314955
2R	AGAP001899	70	1	0.208651841612
2R	AGAP001160	64	1	0.176609585483
2R	AGAP002859	1180	9	1.1032373191
2R	AGAP003043	181	1	0.292601954706
2R	AGAP001662	197	3	0.0662993370623
2R	AGAP001820	58	14	35.2624039943
2R	AGAP002529	131	1	0.0979764344531
2R	AGAP002090	160	3	0.0541382926749
2R	AGAP001877	163	9	4.11661672198
2R	AGAP002116	721	5	0.848040937001
2R	AGAP002683	26	1	0.0752727230752
2R	AGAP013216	9	2	3.26185907461
2R	AGAP003260	47	1	0.079141783459
2R	AGAP002822	57	2	0.342767408645
2R	AGAP004553	152	1	0.180400547005
2R	AGAP002838	18	1	0.189073878235
2R	AGAP001748	393	1	1.06791389295
2R	AGAP002828	125	3	0.227027979327
2R	AGAP004395	68	1	0.1980824567
2R	AGAP013226	56	1	0.132145345603
2R	AGAP002875	38	1	0.0219244878534
2R	AGAP002515	14	5	15.873897125
2R	AGAP003933	63	2	0.27382764799
2R	AGAP001779	100	3	0.427301336211
2R	AGAP002591	1241	6	2.0752258592
2R	AGAP002337	18	2	1.69604243505
2R	AGAP002226	497	21	6.13406955158
2R	AGAP003057	75	1	0.174567904103
2R	AGAP002557	413	1	1.13823760631
2R	AGAP002484	14	1	0.28127493067
2R	AGAP003681	284	1	0.677425040821
2R	AGAP002323	33	1	0.0126474429856
2R	AGAP001697	6	2	4.53423365573
2R	AGAP001718	14	1	0.28127493067
2R	AGAP013074	57	2	0.342767408645
2R	AGAP003400	224	16	10.5841726897
2R	AGAP002351	90	2	0.0708315496339
2R	AGAP004280	1318	16	0.20971880235
2R	AGAP001713	167	1	0.238673143102
2R	AGAP002178	2023	5	4.80565096259
2R	AGAP001813	14	1	0.28127493067
2R	AGAP002003	15	2	2.03955071132
2R	AGAP013405	8	1	0.540393067487
2R	AGAP003849	411	5	0.0480150718861
2R	AGAP013095	206	1	0.387841757985
2R	AGAP004106	2122	11	3.13108809949
2R	AGAP001816	8	3	8.76803787788
2R	AGAP001138	16	1	0.230671825767
2R	AGAP002421	32	2	0.871135482975
2R	AGAP002955	446	2	0.885772493311
2R	AGAP002212	504	3	0.75715929025
2R	AGAP002325	441	2	0.869107202211
2R	AGAP002858	1193	7	1.64447922487
2R	AGAP001802	101	1	0.0222150525719
2R	AGAP001558	319	1	0.804323259007
2R	AGAP002172	346	1	0.901174899916
2R	AGAP002186	1213	22	0.514443585355
2R	AGAP001698	17	3	4.62677285458
2R	AGAP001951	22	1	0.12415703524
2R	AGAP001814	24	1	0.098146029339
2R	AGAP002909	50	3	1.40173935705
2R	AGAP002692	101	5	1.90047671362
2R	AGAP003268	73	1	0.190539971943
2R	AGAP002735	106	1	0.00121943451566
2R	AGAP002811	38	3	1.98298591242
2R	AGAP003546	1042	1	3.25005619695
2R	AGAP001406	27	1	0.0648235473282
2R	AGAP001497	206	1	0.387841757985
2R	AGAP002132	42	3	1.75543956069
2R	AGAP001823	4	1	0.993960804781
2R	AGAP002119	259	33	44.5592050687
2R	AGAP003308	192	1	0.334671001399
2R	AGAP002896	392	1	1.06438843973
2R	AGAP002783	133	5	1.20431715247
2R	AGAP003021	139	4	0.544684805097
2R	AGAP002645	177	6	1.19263618932
2R	AGAP002677	1768	15	1.23919074642
2R	AGAP002923	23	1	0.110715596313
2R	AGAP001683	1785	145	111.305519318
2R	AGAP004036	99	5	1.95872911576
2R	AGAP002543	12	1	0.344644565963
2R	AGAP002291	268	2	0.293282202837
2R	AGAP003863	209	1	0.399183120611
2R	AGAP003445	63	3	1.00743214455
2R	AGAP001368	62	1	0.165693909312
2R	AGAP002454	20	1	0.154098478546
2R	AGAP002451	69	4	1.87018433804
2R	AGAP002379	328	10	1.56677954578
2R	AGAP003992	71	1	0.207358147748
2R	AGAP002145	82	1	0.124487254447
2R	AGAP004067	21	2	1.43896441913
2R	AGAP003872	283	1	0.673774833977
2R	AGAP003939	90	2	0.0708315496339
2R	AGAP002586	59	1	0.149077169509
2R	AGAP003655	31	2	0.907821531415
2R	AGAP004211	69	1	0.203380478145
2R	AGAP001179	495	10	0.44901262769
2R	AGAP002628	292	14	5.13600482571
2R	AGAP002437	15	1	0.254654740044
2R	AGAP001769	22	1	0.12415703524
2R	AGAP003649	310	2	0.432372817419
2R	AGAP003157	28	1	0.0549514600093
2R	AGAP003018	140	3	0.141786457364
2R	AGAP002079	191	1	0.330857341294
2R	AGAP002981	6	1	0.708822376356
2R	AGAP002492	74	1	0.182452193448
2R	AGAP003967	508	1	1.46807977252
2R	AGAP012965	254	1	0.567264988325
2R	AGAP003896	47	1	0.079141783459
2R	AGAP003226	196	2	0.0598572179791
2R	AGAP013144	144	6	1.74417579219
2R	AGAP013015	32	1	0.0202938266928
2R	AGAP013117	15	1	0.254654740044
2R	AGAP002055	67	2	0.234207217837
2R	AGAP002075	37	1	0.0152397871457
2R	AGAP001168	22	3	3.60204444374
2R	AGAP001705	228	1	0.470602597523
2R	AGAP002118	8	1	0.540393067487
2R	AGAP002962	24	1	0.098146029339
2R	AGAP002710	21	7	22.0614385974
2R	AGAP002711	378	4	0.146026096094
2R	AGAP013220	16	3	4.8953073038
2R	AGAP002165	107	3	0.361745974718
2R	AGAP001907	10	16	139.918439905
2R	AGAP001246	11	1	0.382941157936
2R	AGAP003869	211	2	0.107601370953
2R	AGAP003619	119	4	0.76521034006
2R	AGAP004246	250	2	0.234120897104
2R	AGAP004494	1398	5	2.87321436706
2R	AGAP002644	123	1	0.0663391666352
2R	AGAP002210	33	5	7.3738918683
2R	AGAP002229	131	1	0.0979764344531
2R	AGAP001410	183	10	4.50910765039
2R	AGAP001330	1234	6	2.05451529439
2R	AGAP002400	40	2	0.637576194169
2R	AGAP004410	15	1	0.254654740044
2R	AGAP003318	564	1	1.65984253339
2R	AGAP002386	62	3	1.0322347393
2R	AGAP002326	20	2	1.51719817526
2R	AGAP001819	14	6	22.5415843876
2R	AGAP003355	190	5	0.553532442808
2R	AGAP003519	212	9	2.70908709867
2R	AGAP002261	145	1	0.153032508231
2R	AGAP002012	86	2	0.0933258610242
2R	AGAP002352	81	2	0.12438816294
2R	AGAP003453	39	1	0.0285366664853
2R	AGAP004176	145	2	0.122307568726
2R	AGAP001659	14	1	0.28127493067
2R	AGAP002123	328	2	0.492255224333
2R	AGAP003614	28	2	1.03172753229
2R	AGAP002163	43	1	0.0543162285494
2R	AGAP002836	158	1	0.203770940775
2R	AGAP004592	132	1	0.101922524714
2R	AGAP002977	8	1	0.540393067487
2R	AGAP001826	524	6	0.132621977766
2R	AGAP001170	13	1	0.311048995235
2R	AGAP002790	1344	3	3.42494156517
2R	AGAP001608	940	1	2.91563886057
2R	AGAP002942	2118	4	5.48046223916
2R	AGAP001810	29	8	21.8214731566
2R	AGAP002268	162	1	0.219305763565
2R	AGAP001315	1432	2	4.09898538394
2R	AGAP001783	111	3	0.327992829728
2R	AGAP003994	47	1	0.079141783459
2R	AGAP004657	27	2	1.07841759523
2R	AGAP001757	159	1	0.207658058519
2R	AGAP002018	147	2	0.112927835217
2R	AGAP002741	1107	5	1.98556832953
2R	AGAP002253	191	1	0.330857341294
2R	AGAP001866	683	11	0.0986150273229
2R	AGAP002128	40	1	0.0350792503027
2R	AGAP002091	83	1	0.117988440155
2R	AGAP002670	46	1	0.0730172437652
2R	AGAP004344	482	3	0.688736896312
2R	AGAP013121	133	11	8.75222871348
2R	AGAP001576	20	1	0.154098478546
2R	AGAP001726	263	1	0.600459403612
2R	AGAP003906	111	3	0.327992829728
2R	AGAP004070	37	1	0.0152397871457
2R	AGAP002109	279	1	0.659159540627
2R	AGAP002154	127	2	0.0862193463198
2R	AGAP001731	54	4	2.57769909234
2R	AGAP001587	56	1	0.132145345603
2R	AGAP001590	49	1	0.0912384998428
2R	AGAP001780	126	5	1.3264224338
2R	AGAP001515	125	1	0.0742594620688
2R	AGAP001817	5	2	5.19435382167
2R	AGAP002371	73	7	6.51811859295
2R	AGAP002434	258	1	0.582034171369
2R	AGAP001532	248	2	0.227571089693
2R	AGAP001172	19	4	7.77650199544
2R	AGAP001908	7	1	0.615271795365
2R	AGAP002952	105	4	0.970317765424
2R	AGAP013198	152	1	0.180400547005
2R	AGAP013481	268	2	0.293282202837
2R	AGAP002331	39	1	0.0285366664853
2R	AGAP003432	63	2	0.27382764799
2R	AGAP004595	129	1	0.0900783616967
2R	AGAP004209	207	1	0.391624226574
2R	AGAP001310	22	4	6.78783984607
2R	AGAP003187	272	2	0.306474348221
2R	AGAP002781	97	1	0.0405301358134
2R	AGAP002474	28	1	0.0549514600093
